word,pos,prepos,nxtpos,ontotag,onto-BIO,onto-predict,dict-tag,dict-score,dict-BIO,tag,bio
like,IN,VBD,PRP$,Mental_Process,B,NA,0,0,B,others,B
my,PRP$,IN,NNS,NA,B,NA,0,0,B,others,B
lips,NNS,PRP$,VB,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B,organ,B
be,VB,NNS,VBN,NA,B,NA,0,0,B,others,B
swell,VBN,VB,RB,Pathologic_Function,B,NA,1,0,B,symptom,B
so,RB,VBN,JJ,NA,B,NA,0,0,B,others,B
i,JJ,RB,RB,NA,B,NA,0,0,B,others,B
immediately,RB,JJ,VBN,Temporal_Concept,B,NA,0,0,B,others,B
ranned,VBN,RB,TO,NA,B,NA,0,0,B,others,B
to,TO,VBN,DT,NA,B,NA,0,0,B,others,B
the,DT,TO,NN,NA,B,NA,4,0,B,others,B
restroom,NN,DT,TO,NA,B,NA,0,0,B,others,B
to,TO,NN,VB,NA,B,NA,0,0,B,others,B
check,VB,TO,CC,Activity,B,NA,2,0,B,others,B
and,CC,VB,PRP$,Idea_or_Concept,B,NA,4,0,B,others,B
my,PRP$,CC,NNS,NA,B,NA,0,0,B,others,B
lips,NNS,PRP$,WDT,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B,organ,B
which,WDT,NNS,IN,NA,B,NA,0,0,B,others,B
by,IN,WDT,DT,NA,B,NA,0,0,B,others,B
the,DT,IN,NN,NA,B,NA,4,0,B,others,B
way,NN,DT,RB,NA,B,NA,0,0,B,others,B
still,RB,NN,VB,NA,B,NA,0,0,B,others,B
look,VB,RB,JJ,Organism_Attribute,B,NA,0,0,B,others,i
normal,JJ,VB,.,Qualitative_Concept,B,NA,4,6,B,modifier,i
.,.,JJ,end,NA,B,NA,0,0,B,others,B
i,NN,start,RB,NA,B,NA,0,0,B,others,B
also,RB,NN,VBD,NA,B,NA,0,0,B,others,B
felt,VBD,RB,DT,Mental_Process,B,NA,0,0,B,others,B
some,DT,VBD,NN,Quantitative_Concept,B,NA,4,8,B,others,B
tightness,NN,DT,IN,Qualitative_Concept,B,NA,0,0,B,symptom,B
on,IN,NN,DT,NA,B,NA,0,0,B,others,B
the,DT,IN,JJ,NA,B,NA,4,0,B,others,B
right,JJ,DT,NN,Spatial_Concept,B,NA,4,1,B,modifier,B
side,NN,JJ,IN,Spatial_Concept,I,NA,4,1,B,modifier,i
of,IN,NN,PRP$,NA,B,NA,0,0,B,others,B
my,PRP$,IN,NN,NA,B,NA,0,0,B,others,B
face,NN,PRP$,.,Body_Location_or_Region,B,organ,2,0,B,organ,B
.,.,NN,end,NA,B,NA,0,0,B,others,B
later,RB,start,NN,Temporal_Concept,B,NA,4,10,B,others,B
converse,NN,RB,IN,NA,B,NA,0,0,B,others,B
with,IN,NN,DT,Qualitative_Concept,B,NA,4,0,B,others,B
a,DT,IN,NN,Intellectual_Product,B,NA,0,0,B,others,B
co,NN,DT,NN,NA,B,NA,0,0,B,others,B
worker,NN,NN,PRP,Occupation_or_Discipline,B,NA,0,0,B,others,B
she,PRP,NN,VBZ,NA,B,NA,4,13,B,modifier,B
ask,VBZ,PRP,WRB,NA,B,NA,0,0,B,others,B
why,WRB,VBZ,VB,NA,B,NA,0,0,B,others,B
be,VB,WRB,PRP$,NA,B,NA,0,0,B,others,B
your,PRP$,VB,NN,NA,B,NA,0,0,B,others,B
eye,NN,PRP$,NN,Therapeutic_or_Preventive_Procedure,I,medication,2,0,B,organ,B
twitch,NN,NN,IN,Sign_or_Symptom,I,symptom,0,0,B,symptom,B
like,IN,NN,IN,Mental_Process,B,NA,0,0,B,others,B
that,IN,IN,``,NA,B,NA,4,0,B,others,B
``,``,IN,JJ,NA,B,NA,0,0,B,others,B
i,JJ,``,NN,NA,B,NA,0,0,B,others,B
don\'t,NN,JJ,VBP,NA,B,NA,0,0,B,others,B
know,VBP,NN,'',NA,B,NA,0,0,B,others,B
'','',VBP,JJ,NA,B,NA,0,0,B,others,B
i,JJ,'',NN,NA,B,NA,0,0,B,others,B
reply,NN,JJ,.,NA,B,NA,0,0,B,others,B
.,.,NN,end,NA,B,NA,0,0,B,others,B
i,NN,start,VBP,NA,B,NA,0,0,B,others,B
prepare,VBP,NN,PRP$,Activity,B,NA,0,0,B,others,B
my,PRP$,VBP,NN,NA,B,NA,0,0,B,others,B
son,NN,PRP$,IN,Family_Group,B,NA,4,12,B,modifier,B
for,IN,NN,PRP$,Qualitative_Concept,B,NA,0,0,B,others,B
his,PRP$,IN,NN,Pharmacologic_Substance,B,NA,4,12,B,others,B
graduation,NN,PRP$,CC,Educational_Activity,B,NA,0,0,B,others,B
and,CC,NN,VB,Idea_or_Concept,B,NA,4,0,B,others,B
go,VB,CC,TO,NA,B,NA,0,0,B,others,B
to,TO,VB,VB,NA,B,NA,0,0,B,others,B
give,VB,TO,PRP,Functional_Concept,B,NA,0,0,B,others,B
him,PRP,VB,DT,NA,B,NA,0,0,B,others,B
a,DT,PRP,NN,Intellectual_Product,B,NA,0,0,B,others,B
kiss,NN,DT,CC,Social_Behavior,B,NA,0,0,B,others,B
and,CC,NN,PRP$,Idea_or_Concept,B,NA,4,0,B,others,B
my,PRP$,CC,NNS,NA,B,NA,0,0,B,others,B
lips,NNS,PRP$,VB,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B,organ,B
be,VB,NNS,RB,NA,B,NA,0,0,B,others,B
slightly,RB,VB,VB,Qualitative_Concept,B,NA,4,8,B,modifier,B
turn,VB,RB,TO,Finding,B,NA,0,0,B,others,i
to,TO,VB,DT,NA,B,NA,0,0,B,others,i
the,DT,TO,NN,NA,B,NA,4,0,B,others,i
leave,NN,DT,.,NA,B,NA,4,1,B,modifier,i
.,.,NN,end,NA,B,NA,0,0,B,others,B
i,NN,start,VBP,NA,B,NA,0,0,B,others,B
know,VBP,NN,PRP$,NA,B,NA,0,0,B,others,B
my,PRP$,VBP,JJ,NA,B,NA,0,0,B,others,B
next,JJ,PRP$,JJ,Temporal_Concept,B,NA,4,10,B,others,B
stop,JJ,JJ,NN,Temporal_Concept,B,NA,0,0,B,others,B
need,NN,JJ,TO,Qualitative_Concept,B,NA,0,0,B,others,B
to,TO,NN,VB,NA,B,NA,0,0,B,others,B
be,VB,TO,DT,NA,B,NA,0,0,B,others,B
the,DT,VB,NN,NA,B,NA,4,0,B,others,B
er,NN,DT,CC,Laboratory_or_Test_Result,B,labtest,0,0,B,others,B
but,CC,NN,JJ,Mental_or_Behavioral_Dysfunction,B,symptom,4,0,B,others,B
i,JJ,CC,VB,NA,B,NA,0,0,B,others,B
be,VB,JJ,VBN,NA,B,NA,0,0,B,others,B
waiting.,VBN,VB,'',NA,B,NA,0,0,B,others,B
','',VBN,end,NA,B,NA,0,0,B,others,B
my,PRP$,start,NN,NA,B,NA,0,0,B,others,B
doctor,NN,PRP$,VB,Professional_or_Occupational_Group,B,NA,6,2,B,medication,B
give,VB,NN,PRP,Functional_Concept,B,NA,0,0,B,others,B
me,PRP,VB,NN,NA,B,NA,0,0,B,others,B
prednisone,NN,PRP,CC,Hormone,B,NA,0,0,B,medication,B
and,CC,NN,DT,Idea_or_Concept,B,NA,4,0,B,others,B
a,DT,CC,NN,Intellectual_Product,B,NA,0,0,B,others,B
steroid,NN,DT,CC,Organic_Chemical,B,NA,0,0,B,medication,B
and,CC,NN,JJ,Idea_or_Concept,B,NA,4,0,B,others,B
artificial,JJ,CC,NN,Pharmacologic_Substance,B,NA,0,0,B,medication,B
tear,NN,JJ,.,Pharmacologic_Substance,I,NA,0,0,B,medication,i
.,.,NN,end,NA,B,NA,0,0,B,others,B
my,PRP$,start,NN,NA,B,NA,0,0,B,others,B
mouth,NN,PRP$,VB,Body_Space_or_Junction,B,NA,2,0,B,organ,B
be,VB,NN,DT,NA,B,NA,0,0,B,others,B
the,DT,VB,JJS,NA,B,NA,4,0,B,others,B
worst,JJS,DT,CC,Qualitative_Concept,B,NA,4,2,B,modifier,B
but,CC,JJS,NNS,Mental_or_Behavioral_Dysfunction,B,symptom,4,0,B,others,B
i,NNS,CC,VBP,NA,B,NA,0,0,B,others,B
have,VBP,NNS,RB,Qualitative_Concept,B,NA,0,0,B,others,B
not,RB,VBP,VB,Functional_Concept,B,NA,4,5,B,modifier,B
experience,VB,RB,DT,Mental_Process,B,NA,0,0,B,others,i
any,DT,VB,NN,Qualitative_Concept,B,NA,0,0,B,others,B
pain,NN,DT,RB,Sign_or_Symptom,B,symptom,1,0,B,symptom,B
yet,RB,NN,VBN,NA,B,NA,0,0,B,others,B
i,VBN,RB,VBP,NA,B,NA,0,0,B,others,B
have,VBP,VBN,RB,Qualitative_Concept,B,NA,0,0,B,others,B
only,RB,VBP,VB,Quantitative_Concept,B,NA,0,0,B,others,B
be,VB,RB,NN,NA,B,NA,0,0,B,others,B
deal,NN,VB,IN,NA,B,NA,0,0,B,others,B
with,IN,NN,DT,Qualitative_Concept,B,NA,4,0,B,others,B
this,DT,IN,IN,Eukaryote,B,NA,4,0,B,others,B
for,IN,DT,DT,Qualitative_Concept,B,NA,0,0,B,others,B
a,DT,IN,NN,Intellectual_Product,B,NA,0,0,B,others,B
week,NN,DT,.,Temporal_Concept,B,NA,5,0,B,time,B
.,.,NN,end,NA,B,NA,0,0,B,others,B
but,CC,start,JJ,Mental_or_Behavioral_Dysfunction,B,symptom,4,0,B,others,B
i,JJ,CC,NN,NA,B,NA,0,0,B,others,B
eye,NN,JJ,VBP,Therapeutic_or_Preventive_Procedure,I,medication,2,0,B,organ,i
tear,VBP,NN,RP,Pharmacologic_Substance,I,NA,0,0,B,others,i
up,RP,VBP,RB,Pharmacologic_Substance,I,NA,0,0,B,others,i
uncontrollably,RB,RP,WDT,NA,B,NA,0,0,B,others,B
which,WDT,RB,VB,NA,B,NA,0,0,B,others,B
be,VB,WDT,VBN,NA,B,NA,0,0,B,others,B
bothersome,VBN,VB,WRB,NA,B,NA,0,0,B,others,B
when,WRB,VBN,NN,Temporal_Concept,B,NA,0,0,B,others,B
try,NN,WRB,TO,NA,B,NA,0,0,B,others,B
to,TO,NN,VB,NA,B,NA,0,0,B,others,B
drive,VB,TO,PRP$,Mental_Process,B,NA,0,0,B,others,B
my,PRP$,VB,NNS,NA,B,NA,0,0,B,others,B
children,NNS,PRP$,RB,Age_Group,B,age,0,0,B,others,B
somewhere,RB,NNS,.,NA,B,NA,0,0,B,others,B
.,.,RB,end,NA,B,NA,0,0,B,others,B
i,NN,start,VB,NA,B,NA,0,0,B,others,B
be,VB,NN,DT,NA,B,NA,0,0,B,others,B
a,DT,VB,JJ,Intellectual_Product,B,NA,0,0,B,others,B
single,JJ,DT,NN,Family_Group,B,NA,0,0,B,modifier,B
parent,NN,JJ,IN,Family_Group,I,NA,0,0,B,modifier,i
of,IN,NN,CD,NA,B,NA,0,0,B,others,B
eight,CD,IN,JJS,Quantitative_Concept,B,NA,4,7,B,modifier,B
oldest,JJS,CD,NN,NA,B,NA,0,0,B,modifier,B
fifteen,NN,JJS,CC,Quantitative_Concept,B,NA,0,0,B,modifier,i
and,CC,NN,JJS,Idea_or_Concept,B,NA,4,0,B,others,B
youngest,JJS,CC,CD,NA,B,NA,0,0,B,modifier,B
three,CD,JJS,CC,Quantitative_Concept,B,NA,0,0,B,modifier,i
and,CC,CD,RB,Idea_or_Concept,B,NA,4,0,B,others,B
i,RB,CC,VB,NA,B,NA,0,0,B,others,B
be,VB,RB,CD,NA,B,NA,0,0,B,others,B
47yrs,CD,VB,JJ,NA,B,NA,0,0,B,modifier,B
old,JJ,CD,.,Temporal_Concept,B,NA,4,14,B,modifier,i
.,.,JJ,end,NA,B,NA,0,0,B,others,B
my,PRP$,start,NN,NA,B,NA,0,0,B,others,B
kid,NN,PRP$,VB,Family_Group,B,NA,0,0,B,others,B
be,VB,NN,PRP$,NA,B,NA,0,0,B,others,B
my,PRP$,VB,JJS,NA,B,NA,0,0,B,others,B
biggest,JJS,PRP$,NNS,NA,B,NA,0,0,B,others,B
supporters,NNS,JJS,.,NA,B,NA,0,0,B,others,B
.,.,NNS,end,NA,B,NA,0,0,B,others,B
but,CC,start,JJ,Mental_or_Behavioral_Dysfunction,B,symptom,4,0,B,others,B
i,JJ,CC,VBP,NA,B,NA,0,0,B,others,B
welcome,VBP,JJ,DT,NA,B,NA,0,0,B,others,B
any,DT,VBP,JJ,Qualitative_Concept,B,NA,0,0,B,others,B
outside,JJ,DT,NN,Spatial_Concept,B,NA,0,0,B,others,B
advice.,NN,JJ,``,NA,B,NA,0,0,B,others,B
``,``,NN,end,NA,B,NA,0,0,B,others,B
since,IN,start,NN,Temporal_Concept,B,NA,0,0,B,others,B
friday,NN,IN,NNS,Temporal_Concept,B,NA,5,1,B,time,B
i,NNS,NN,VBP,NA,B,NA,0,0,B,others,B
have,VBP,NNS,VBP,Qualitative_Concept,B,NA,0,0,B,others,B
have,VBP,VBP,NNS,Qualitative_Concept,B,NA,0,0,B,others,B
problems,NNS,VBP,VBP,Idea_or_Concept,B,NA,3,0,B,disease,B
taste,VBP,NNS,NNS,Organ_or_Tissue_Function,B,NA,1,0,B,symptom,B
things,NNS,VBP,.,Entity,B,NA,4,8,B,modifier,i
.,.,NNS,end,NA,B,NA,0,0,B,others,i
as,IN,start,DT,NA,B,NA,0,0,B,others,B
the,DT,IN,NN,NA,B,NA,4,0,B,others,B
weekend,NN,DT,NN,Temporal_Concept,B,NA,6,0,B,time,B
pass,NN,NN,NN,Finding,B,NA,0,0,B,others,B
i,NN,NN,VBP,NA,B,NA,0,0,B,others,B
notice,VBP,NN,PRP$,NA,B,NA,0,0,B,others,B
my,PRP$,VBP,NN,NA,B,NA,0,0,B,others,B
face,NN,PRP$,VB,Body_Location_or_Region,B,organ,2,0,B,organ,B
be,VB,NN,JJ,NA,B,NA,0,0,B,others,B
weird,JJ,VB,.,NA,B,NA,0,0,B,others,B
.,.,JJ,end,NA,B,NA,0,0,B,others,B
i,NN,start,VBP,NA,B,NA,0,0,B,others,B
cant,VBP,NN,JJ,Finding,B,NA,4,8,B,modifier,B
close,JJ,VBP,CD,Therapeutic_or_Preventive_Procedure,B,medication,0,0,B,others,i
one,CD,JJ,NN,Quantitative_Concept,B,NA,2,0,B,others,B
eye,NN,CD,RB,Therapeutic_or_Preventive_Procedure,I,medication,2,0,B,organ,B
fully,RB,NN,IN,NA,B,NA,0,0,B,others,B
on,IN,RB,PRP,NA,B,NA,0,0,B,others,B
it,PRP,IN,RP,NA,B,NA,0,0,B,others,B
own,RP,PRP,RB,NA,B,NA,0,0,B,others,B
only,RB,RP,IN,Quantitative_Concept,B,NA,0,0,B,others,B
if,IN,RB,VBN,NA,B,NA,0,0,B,others,B
i,VBN,IN,VBP,NA,B,NA,0,0,B,others,B
close,VBP,VBN,DT,Therapeutic_or_Preventive_Procedure,B,medication,0,0,B,others,B
both,DT,VBP,NN,Body_Part_Organ_or_Organ_Component,B,organ,0,0,B,others,B
eye,NN,DT,CC,Therapeutic_or_Preventive_Procedure,I,medication,2,0,B,organ,B
and,CC,NN,NN,Idea_or_Concept,B,NA,4,0,B,others,B
use,NN,CC,NN,Intellectual_Product,B,NA,0,0,B,others,B
lot,NN,NN,IN,Idea_or_Concept,B,NA,0,0,B,others,B
of,IN,NN,NN,NA,B,NA,0,0,B,others,i
strength,NN,IN,PRP$,Quantitative_Concept,B,NA,4,7,B,modifier,i
my,PRP$,NN,JJ,NA,B,NA,0,0,B,others,B
right,JJ,PRP$,NN,Spatial_Concept,B,NA,4,1,B,modifier,B
eye,NN,JJ,MD,Therapeutic_or_Preventive_Procedure,I,medication,2,0,B,organ,i
will,MD,NN,RB,Mental_Process,B,NA,0,0,B,others,B
just,RB,MD,VB,NA,B,NA,0,0,B,others,B
close,VB,RB,IN,Therapeutic_or_Preventive_Procedure,B,medication,0,0,B,others,B
while,IN,VB,PRP$,Idea_or_Concept,B,NA,4,15,B,others,B
my,PRP$,IN,VBP,NA,B,NA,0,0,B,others,B
leave,VBP,PRP$,NN,NA,B,NA,4,1,B,modifier,B
eye,NN,VBP,NN,Therapeutic_or_Preventive_Procedure,I,medication,2,0,B,organ,i
look,NN,NN,IN,Organism_Attribute,B,NA,0,0,B,others,B
as,IN,NN,IN,NA,B,NA,0,0,B,others,B
if,IN,IN,JJ,NA,B,NA,0,0,B,others,B
i,JJ,IN,VB,NA,B,NA,0,0,B,others,B
be,VB,JJ,RB,NA,B,NA,0,0,B,others,B
really,RB,VB,VB,NA,B,NA,0,0,B,others,B
force,VB,RB,PRP,Phenomenon_or_Process,B,NA,0,0,B,others,B
it,PRP,VB,PRP,NA,B,NA,0,0,B,others,B
shut,PRP,PRP,.,NA,B,NA,0,0,B,others,B
.,.,PRP,end,NA,B,NA,0,0,B,others,B
my,PRP$,start,NN,NA,B,NA,0,0,B,others,B
mouth,NN,PRP$,NN,Body_Space_or_Junction,B,NA,2,0,B,organ,B
feel,NN,NN,IN,Mental_Process,B,NA,0,0,B,others,B
as,IN,NN,IN,NA,B,NA,0,0,B,others,B
if,IN,IN,NNS,NA,B,NA,0,0,B,others,B
i,NNS,IN,VBP,NA,B,NA,0,0,B,others,B
have,VBP,NNS,VB,Qualitative_Concept,B,NA,0,0,B,others,B
be,VB,VBP,TO,NA,B,NA,0,0,B,others,B
to,TO,VB,DT,NA,B,NA,0,0,B,others,B
the,DT,TO,NN,NA,B,NA,4,0,B,others,B
dentist,NN,DT,IN,Professional_or_Occupational_Group,B,NA,0,0,B,medication,B
although,IN,NN,PRP$,NA,B,NA,0,0,B,others,B
its,PRP$,IN,RB,NA,B,NA,0,0,B,others,B
not,RB,PRP$,RB,Functional_Concept,B,NA,4,5,B,modifier,B
as,RB,RB,JJ,NA,B,NA,0,0,B,others,i
bad,JJ,RB,IN,Qualitative_Concept,B,NA,4,5,B,modifier,i
as,IN,JJ,DT,NA,B,NA,0,0,B,others,B
some,DT,IN,IN,Quantitative_Concept,B,NA,4,8,B,others,B
of,IN,DT,PRP,NA,B,NA,0,0,B,others,B
you,PRP,IN,IN,NA,B,NA,0,0,B,others,B
in,IN,PRP,RB,NA,B,NA,0,0,B,others,B
here,RB,IN,VBP,NA,B,NA,4,13,B,others,B
have,VBP,RB,VBN,Qualitative_Concept,B,NA,0,0,B,others,B
describe,VBN,VBP,NN,Idea_or_Concept,B,NA,0,0,B,others,B
i,NN,VBN,MD,NA,B,NA,0,0,B,others,B
can,MD,NN,RB,Quantitative_Concept,B,NA,4,8,B,others,B
still,RB,MD,VB,NA,B,NA,0,0,B,others,B
function,VB,RB,RB,Functional_Concept,B,NA,0,0,B,others,B
normally,RB,VB,PRP,NA,B,NA,4,6,B,others,B
it,PRP,RB,RB,NA,B,NA,0,0,B,others,B
just,RB,PRP,VB,NA,B,NA,0,0,B,others,B
feel,VB,RB,RB,Mental_Process,B,NA,0,0,B,others,B
very,RB,VB,JJ,Qualitative_Concept,B,NA,4,0,B,others,i
weird,JJ,RB,.,NA,B,NA,0,0,B,others,i
.,.,JJ,end,NA,B,NA,0,0,B,others,B
i,JJ,start,VBP,NA,B,NA,0,0,B,others,B
think,VBP,JJ,NNS,Mental_Process,B,NA,4,8,B,modifier,B
i,NNS,VBP,VBP,NA,B,NA,0,0,B,others,B
know,VBP,NNS,WRB,NA,B,NA,0,0,B,others,B
why,WRB,VBP,JJ,NA,B,NA,0,0,B,others,B
i,JJ,WRB,VBP,NA,B,NA,0,0,B,others,B
get,VBP,JJ,PRP,NA,B,NA,0,0,B,others,B
it,PRP,VBP,IN,NA,B,NA,0,0,B,others,B
though,IN,PRP,.,NA,B,NA,4,0,B,others,B
.,.,IN,end,NA,B,NA,0,0,B,others,B
i,NNS,start,VBP,NA,B,NA,0,0,B,others,B
have,VBP,NNS,VBP,Qualitative_Concept,B,NA,0,0,B,others,B
have,VBP,VBP,DT,Qualitative_Concept,B,NA,0,0,B,others,B
a,DT,VBP,JJ,Intellectual_Product,B,NA,0,0,B,others,B
bad,JJ,DT,NN,Qualitative_Concept,B,NA,4,5,B,modifier,B
flyu,NN,JJ,IN,NA,B,NA,0,0,B,others,i
for,IN,NN,DT,Qualitative_Concept,B,NA,0,0,B,others,B
a,DT,IN,NN,Intellectual_Product,B,NA,0,0,B,others,B
while,NN,DT,CC,Idea_or_Concept,B,NA,4,15,B,modifier,B
plus,CC,NN,JJ,Qualitative_Concept,B,NA,0,0,B,others,B
i,JJ,CC,VBP,NA,B,NA,0,0,B,others,B
go,VBP,JJ,TO,NA,B,NA,0,0,B,others,B
to,TO,VBP,VB,NA,B,NA,0,0,B,others,B
visit,VB,TO,PRP$,Behavior,B,NA,0,0,B,others,B
my,PRP$,VB,NN,NA,B,NA,0,0,B,others,B
sister,NN,PRP$,CC,Family_Group,B,NA,0,0,B,others,B
and,CC,NN,NN,Idea_or_Concept,B,NA,4,0,B,others,B
nephew,NN,CC,JJ,Family_Group,B,NA,0,0,B,others,B
last,JJ,NN,NN,Qualitative_Concept,B,NA,4,10,B,modifier,B
weekend,NN,JJ,CC,Temporal_Concept,B,NA,5,0,B,time,i
and,CC,NN,RB,Idea_or_Concept,B,NA,4,0,B,others,B
just,RB,CC,NN,NA,B,NA,0,0,B,others,B
today,NN,RB,JJ,Organic_Chemical,B,NA,5,0,B,time,B
i,JJ,NN,VBP,NA,B,NA,0,0,B,others,B
find,VBP,JJ,RP,Finding,B,NA,0,0,B,others,B
out,RP,VBP,IN,Spatial_Concept,B,NA,3,0,B,others,B
that,IN,RP,PRP$,NA,B,NA,4,0,B,others,B
my,PRP$,IN,NN,NA,B,NA,0,0,B,others,B
sister,NN,PRP$,VBP,Family_Group,B,NA,0,0,B,others,B
have,VBP,NN,VBN,Qualitative_Concept,B,NA,0,0,B,others,B
attract,VBN,VBP,DT,NA,B,NA,0,0,B,others,B
the,DT,VBN,NN,NA,B,NA,4,0,B,others,B
shingle,NN,DT,NN,NA,B,NA,0,0,B,others,B
adult,NN,NN,NN,Age_Group,B,age,0,0,B,others,B
version,NN,NN,IN,Functional_Concept,B,NA,0,0,B,others,B
of,IN,NN,NN,NA,B,NA,0,0,B,others,B
chicken,NN,IN,NN,Disease_or_Syndrome,B,disease,0,0,B,disease,B
pox,NN,NN,.,Disease_or_Syndrome,I,disease,0,0,B,disease,i
.,.,NN,end,NA,B,NA,0,0,B,others,B
i,NNS,start,VBP,NA,B,NA,0,0,B,others,B
have,VBP,NNS,VBN,Qualitative_Concept,B,NA,0,0,B,others,B
chicken,VBN,VBP,NN,Disease_or_Syndrome,B,disease,0,0,B,disease,B
pox,NN,VBN,WRB,Disease_or_Syndrome,I,disease,0,0,B,disease,i
when,WRB,NN,NN,Temporal_Concept,B,NA,0,0,B,others,B
i,NN,WRB,VB,NA,B,NA,0,0,B,others,B
be,VB,NN,DT,NA,B,NA,0,0,B,others,B
a,DT,VB,NN,Intellectual_Product,B,NA,0,0,B,others,B
baby,NN,DT,CC,Patient_or_Disabled_Group,B,NA,0,0,B,others,B
but,CC,NN,RB,Mental_or_Behavioral_Dysfunction,B,symptom,4,0,B,others,B
maybe,RB,CC,DT,Finding,B,NA,0,0,B,others,B
the,DT,RB,NN,NA,B,NA,4,0,B,others,B
virus,NN,DT,VBP,Virus,B,NA,0,0,B,others,B
have,VBP,NN,VBN,Qualitative_Concept,B,NA,0,0,B,others,B
attack,VBN,VBP,PRP$,Finding,B,NA,0,0,B,others,B
my,PRP$,VBN,JJ,NA,B,NA,0,0,B,others,B
facial,JJ,PRP$,NN,Body_Part_Organ_or_Organ_Component,B,organ,0,0,B,organ,B
nerve,NN,JJ,NN,Body_Part_Organ_or_Organ_Component,I,organ,2,0,B,organ,i
somehow.,NN,NN,POS,NA,B,NA,0,0,B,others,B
',POS,NN,NN,NA,B,NA,0,0,B,others,B
],NN,POS,end,NA,B,NA,0,0,B,others,B
[,NN,start,VB,NA,B,NA,0,0,B,others,B
get,VB,NN,DT,NA,B,NA,0,0,B,others,B
a,DT,VB,RB,NA,B,NA,0,0,B,others,B
very,RB,DT,JJ,Qualitative_Concept,B,NA,4,0,B,others,B
light,JJ,RB,VBP,Natural_Phenomenon_or_Process,B,NA,4,8,B,modifier,B
pink,VBP,JJ,NN,Qualitative_Concept,B,NA,2,0,B,organ,i
patch,NN,VBP,IN,Medical_Device,B,device,0,0,B,symptom,i
on,IN,NN,PRP$,NA,B,NA,0,0,B,others,B
my,PRP$,IN,NN,NA,B,NA,0,0,B,others,B
cheekbone,NN,PRP$,VBP,Body_Part_Organ_or_Organ_Component,B,organ,0,0,B,organ,B
have,VBP,NN,PRP,Qualitative_Concept,B,NA,0,0,B,others,B
it,PRP,VBP,DT,NA,B,NA,0,0,B,others,B
a,DT,PRP,JJ,NA,B,NA,0,0,B,others,B
few,JJ,DT,NNS,Quantitative_Concept,B,NA,4,8,B,modifier,B
months,NNS,JJ,RB,Temporal_Concept,B,NA,5,0,B,time,i
not,RB,NNS,VB,Functional_Concept,B,NA,4,5,B,others,B
change,VB,RB,NN,Functional_Concept,B,NA,0,0,B,others,B
normaly,NN,VB,IN,NA,B,NA,4,6,B,modifier,B
that,IN,NN,JJ,NA,B,NA,4,0,B,others,i
pale,JJ,IN,JJ,Sign_or_Symptom,B,symptom,0,0,B,symptom,i
u,JJ,JJ,NN,NA,B,NA,0,0,B,others,B
dont,NN,JJ,NN,NA,B,NA,4,8,B,modifier,B
notice,NN,NN,PRP,NA,B,NA,0,0,B,others,i
it,PRP,NN,JJ,NA,B,NA,0,0,B,others,B
unlesd,JJ,PRP,JJ,NA,B,NA,0,0,B,others,B
i,JJ,JJ,NN,NA,B,NA,0,0,B,others,B
hot,NN,JJ,CC,Qualitative_Concept,B,NA,0,0,B,others,B
or,CC,NN,IN,NA,B,NA,0,0,B,others,B
in,IN,CC,DT,NA,B,NA,0,0,B,others,B
the,DT,IN,NN,Geographic_Area,B,NA,4,0,B,others,B
sun,NN,DT,RB,Geographic_Area,I,NA,0,0,B,others,B
then,RB,NN,PRP,Temporal_Concept,B,NA,4,0,B,others,B
it,PRP,RB,VB,NA,B,NA,0,0,B,others,B
get,VB,PRP,DT,NA,B,NA,0,0,B,others,B
a,DT,VB,JJ,NA,B,NA,0,0,B,others,B
bite,JJ,DT,NN,Injury_or_Poisoning,B,injury,0,0,B,others,B
redder,NN,JJ,.,NA,B,NA,0,0,B,others,B
.,.,NN,end,NA,B,NA,0,0,B,others,B
there,RB,start,VB,NA,B,NA,4,0,B,others,B
be,VB,RB,JJ,NA,B,NA,0,0,B,others,B
red,JJ,VB,NN,Qualitative_Concept,B,NA,4,15,B,modifier,B
mark,NN,JJ,IN,Qualitative_Concept,B,NA,0,0,B,others,i
near,IN,NN,PRP$,Qualitative_Concept,B,NA,0,0,B,others,B
my,PRP$,IN,NNS,NA,B,NA,0,0,B,others,B
eyeleads,NNS,PRP$,.,NA,B,NA,0,0,B,organ,B
.,.,NNS,end,NA,B,NA,0,0,B,others,B
my,PRP$,start,NN,NA,B,NA,0,0,B,others,B
half,NN,PRP$,NN,Quantitative_Concept,B,NA,0,0,B,others,B
face,NN,NN,VB,Body_Location_or_Region,B,organ,2,0,B,organ,B
be,VB,NN,RB,NA,B,NA,0,0,B,others,B
almost,RB,VB,JJ,Qualitative_Concept,B,NA,0,0,B,others,B
red,JJ,RB,.,Qualitative_Concept,B,NA,4,15,B,modifier,B
.,.,JJ,end,NA,B,NA,0,0,B,others,B
blood,NN,start,NNS,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B,organ,B
vessels,NNS,NN,VB,Body_Part_Organ_or_Organ_Component,I,organ,2,0,I,organ,i
be,VB,NNS,VBN,NA,B,NA,0,0,B,others,B
visivle,VBN,VB,.,NA,B,NA,0,0,B,others,B
.,.,VBN,end,NA,B,NA,0,0,B,others,B
