word,pos,prepos,nxtpos,ontotag,onto-BIO,onto-predict,dict-tag,dict-score,dict-BIO
muscle,NN,IN,CC,Tissue,B,NA,2,0,B
and,CC,NN,VB,Idea_or_Concept,B,NA,4,0,B
joint,VB,CC,DT,Body_Space_or_Junction,B,NA,2,0,B
a,DT,VB,NN,NA,B,NA,0,0,B
cough,NN,DT,CC,Sign_or_Symptom,B,symptom,1,0,B
and,CC,NN,JJ,Idea_or_Concept,B,NA,4,0,B
various,JJ,CC,JJ,Indicator_Reagent_or_Diagnostic_Aid,B,NA,0,0,B
other,JJ,JJ,NNS,Pharmacologic_Substance,B,NA,4,13,B
symptoms,NNS,JJ,.,Sign_or_Symptom,B,symptom,0,0,B
.,.,NNS,end,NA,B,NA,0,0,B
i,NNS,start,VBP,NA,B,NA,0,0,B
have,VBP,NNS,VBN,Qualitative_Concept,B,NA,0,0,B
fever,VBN,VBP,VBP,Sign_or_Symptom,I,symptom,1,0,B
sweat,VBP,VBN,DT,Body_Substance,B,organ,1,0,B
a,DT,VBP,NN,NA,B,NA,0,0,B
cough,NN,DT,NN,Sign_or_Symptom,B,symptom,1,0,B
sore,NN,NN,NN,Sign_or_Symptom,B,symptom,3,0,B
throat,NN,NN,NN,Sign_or_Symptom,I,symptom,3,0,I
sneeze,NN,NN,NN,Finding,B,NA,0,0,B
difficulty,NN,NN,IN,Finding,B,NA,4,3,B
in,IN,NN,JJ,NA,B,NA,0,0,B
breathe,JJ,IN,NN,Physiologic_Function,B,symptom,1,0,B
lack,NN,JJ,IN,Sign_or_Symptom,B,symptom,4,8,B
of,IN,NN,NN,Sign_or_Symptom,I,symptom,0,0,B
energy,NN,IN,NN,Sign_or_Symptom,I,symptom,0,0,B
lethargy,NN,NN,.,Sign_or_Symptom,B,symptom,0,0,B
.,.,NN,end,NA,B,NA,0,0,B
be,VB,start,PRP,NA,B,NA,0,0,B
it,PRP,VB,JJ,NA,B,NA,0,0,B
normal,JJ,PRP,NN,Qualitative_Concept,B,NA,4,6,B
influenza,NN,JJ,.,Disease_or_Syndrome,B,disease,3,0,B
?,.,NN,.,NA,B,NA,0,0,B
?,.,.,.,NA,B,NA,0,0,B
?,.,.,'',NA,B,NA,0,0,B
','',.,NN,NA,B,NA,0,0,B
],NN,'',end,NA,B,NA,0,0,B
[,JJ,start,NN,NA,B,NA,0,0,B
hello,NN,JJ,NN,NA,B,NA,0,0,B
guy,NN,NN,.,NA,B,NA,0,0,B
.,.,NN,end,NA,B,NA,0,0,B
i,NN,start,VBP,NA,B,NA,0,0,B
feel,VBP,NN,RB,Mental_Process,B,NA,0,0,B
ache,RB,VBP,JJR,Sign_or_Symptom,B,symptom,1,0,B
worse,JJR,RB,IN,Finding,B,NA,4,2,B
in,IN,JJR,DT,Temporal_Concept,B,NA,0,0,B
the,DT,IN,NNS,Temporal_Concept,I,NA,4,0,B
mornings,NNS,DT,IN,Temporal_Concept,I,NA,5,0,B
behind,IN,NNS,DT,Spatial_Concept,B,NA,0,0,B
the,DT,IN,NN,Temporal_Concept,I,NA,4,0,B
eye,NN,DT,RB,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
especially,RB,NN,WRB,NA,B,NA,4,8,B
when,WRB,RB,VB,Qualitative_Concept,B,NA,0,0,B
look,VB,WRB,RP,Organism_Attribute,B,NA,0,0,B
up,RP,VB,RB,NA,B,NA,0,0,B
down,RB,RP,CC,Spatial_Concept,B,NA,0,0,B
or,CC,RB,NNS,NA,B,NA,0,0,B
sideways,NNS,CC,.,NA,B,NA,0,0,B
.,.,NNS,end,NA,B,NA,0,0,B
the,DT,start,NN,Temporal_Concept,I,NA,4,0,B
front,NN,DT,IN,Functional_Concept,B,NA,4,1,B
of,IN,NN,PRP$,Functional_Concept,I,NA,0,0,B
my,PRP$,IN,NN,NA,B,NA,0,0,B
eye,NN,PRP$,NN,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
become,NN,NN,JJ,NA,B,NA,0,0,B
redirritated,JJ,NN,CC,NA,B,NA,0,0,B
and,CC,JJ,JJ,Idea_or_Concept,B,NA,4,0,B
dry,JJ,CC,.,Qualitative_Concept,B,NA,1,0,B
.,.,JJ,end,NA,B,NA,0,0,B
my,PRP$,start,NN,NA,B,NA,0,0,B
eye,NN,PRP$,VB,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
give,VB,NN,PRP,Functional_Concept,B,NA,0,0,B
me,PRP,VB,DT,NA,B,NA,0,0,B
a,DT,PRP,JJ,NA,B,NA,0,0,B
startle,JJ,DT,NN,NA,B,NA,0,0,B
appearance,NN,JJ,.,Qualitative_Concept,B,NA,0,0,B
.,.,NN,end,NA,B,NA,0,0,B
sometimes,RB,start,RB,Temporal_Concept,B,NA,4,8,B
i,RB,RB,VBP,NA,B,NA,0,0,B
have,VBP,RB,JJ,Qualitative_Concept,B,NA,0,0,B
double,JJ,VBP,NN,Finding,B,NA,1,0,B
vision,NN,JJ,.,Finding,I,NA,1,0,I
.,.,NN,end,NA,B,NA,0,0,B
sometimes,RB,start,JJ,Temporal_Concept,B,NA,4,8,B
colour,JJ,RB,NN,Natural_Phenomenon_or_Process,B,NA,0,0,B
appear,NN,JJ,RBR,NA,B,NA,0,0,B
less,RBR,NN,JJ,Quantitative_Concept,B,NA,4,8,B
vivid,JJ,RBR,.,Qualitative_Concept,B,NA,0,0,B
.,.,JJ,end,NA,B,NA,0,0,B
i,NNS,start,VBP,NA,B,NA,0,0,B
have,VBP,NNS,VBN,Qualitative_Concept,B,NA,0,0,B
mild,VBN,VBP,NN,Qualitative_Concept,B,NA,0,0,B
sensitivity,NN,VBN,TO,Sign_or_Symptom,B,symptom,0,0,B
to,TO,NN,JJ,Sign_or_Symptom,I,symptom,0,0,B
light,JJ,TO,NN,Sign_or_Symptom,I,symptom,4,8,B
adn,NN,JJ,NN,NA,B,NA,0,0,B
difficulty,NN,NN,VBP,Finding,B,NA,4,3,B
move,VBP,NN,DT,Finding,I,NA,0,0,B
the,DT,VBP,NN,Temporal_Concept,I,NA,4,0,B
eyes.,NN,DT,POS,NA,B,NA,0,0,B
',POS,NN,NN,NA,B,NA,0,0,B
],NN,POS,end,NA,B,NA,0,0,B
[,VB,start,PRP$,NA,B,NA,0,0,B
my,PRP$,VB,NN,NA,B,NA,0,0,B
test,NN,PRP$,NN,Quantitative_Concept,B,NA,6,3,B
report,NN,NN,VBP,Intellectual_Product,B,NA,0,0,B
show,VBP,NN,JJ,Animal,B,NA,0,0,B
high,JJ,VBP,NN,Qualitative_Concept,B,NA,4,3,B
intensity,NN,JJ,IN,Qualitative_Concept,B,NA,4,7,B
of,IN,NN,NN,NA,B,NA,0,0,B
bilirubin,NN,IN,.,Biologically_Active_Substance,B,NA,0,0,B
.,.,NN,end,NA,B,NA,0,0,B
my,PRP$,start,NN,NA,B,NA,0,0,B
body,NN,PRP$,CC,Anatomical_Structure,B,organ,2,0,B
and,CC,NN,NN,Idea_or_Concept,B,NA,4,0,B
eye,NN,CC,VB,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
be,VB,NN,VBN,NA,B,NA,0,0,B
become,VBN,VB,JJ,NA,B,NA,0,0,B
yellow,JJ,VBN,.,Qualitative_Concept,B,NA,4,15,B
.,.,JJ,end,NA,B,NA,0,0,B
i,NNS,start,VBP,Intellectual_Product,B,NA,0,0,B
have,VBP,NNS,JJ,Qualitative_Concept,B,NA,0,0,B
high,JJ,VBP,NN,Qualitative_Concept,B,NA,4,3,B
fever,NN,JJ,CC,Sign_or_Symptom,I,symptom,1,0,B
and,CC,NN,NN,Idea_or_Concept,B,NA,4,0,B
headache,NN,CC,.,Sign_or_Symptom,B,symptom,1,0,B
.,.,NN,end,NA,B,NA,0,0,B
i,JJ,start,NN,Intellectual_Product,B,NA,0,0,B
vomit,NN,JJ,WRB,Body_Substance,B,organ,1,0,B
when,WRB,NN,NN,Qualitative_Concept,B,NA,0,0,B
i,NN,WRB,VBP,Intellectual_Product,B,NA,0,0,B
eat,VBP,NN,VBG,Organism_Function,B,symptom,4,9,B
somthing,VBG,VBP,.,NA,B,NA,0,0,B
.,.,VBG,end,NA,B,NA,0,0,B
i,NNS,start,VBP,Intellectual_Product,B,NA,0,0,B
have,VBP,NNS,VBN,Qualitative_Concept,B,NA,0,0,B
pain,VBN,VBP,IN,Intellectual_Product,I,NA,1,0,B
in,IN,VBN,PRP$,NA,B,NA,0,0,B
my,PRP$,IN,NN,NA,B,NA,0,0,B
body.,NN,PRP$,'',NA,B,NA,2,0,B
','',NN,NN,NA,B,NA,0,0,B
],NN,'',end,NA,B,NA,0,0,B
[,JJ,start,NN,NA,B,NA,0,0,B
hi,NN,JJ,NN,NA,B,NA,0,0,B
i,NN,NN,VB,NA,B,NA,0,0,B
be,VB,NN,DT,NA,B,NA,0,0,B
a,DT,VB,CD,NA,B,NA,0,0,B
20,CD,DT,NN,NA,B,NA,0,0,B
year,NN,CD,JJ,Temporal_Concept,B,NA,5,0,B
old,JJ,NN,NN,Temporal_Concept,B,NA,4,14,B
male,NN,JJ,.,Organism_Attribute,B,NA,4,12,B
.,.,NN,end,NA,B,NA,0,0,B
im,NN,start,NN,NA,B,NA,0,0,B
worry,NN,NN,TO,Finding,B,NA,0,0,B
to,TO,NN,NN,NA,B,NA,0,0,B
death,NN,TO,NN,Organism_Function,B,symptom,0,0,B
i,NN,NN,VBP,NA,B,NA,0,0,B
feel,VBP,NN,IN,Mental_Process,B,NA,0,0,B
like,IN,VBP,IN,Mental_Process,B,NA,0,0,B
if,IN,IN,NN,NA,B,NA,0,0,B
something,NN,IN,VB,NA,B,NA,0,0,B
be,VB,NN,RB,NA,B,NA,0,0,B
up,RB,VB,IN,Finding,I,NA,0,0,B
in,IN,RB,PRP$,NA,B,NA,0,0,B
my,PRP$,IN,NN,NA,B,NA,0,0,B
head,NN,PRP$,.,Body_Location_or_Region,B,organ,2,0,B
.,.,NN,end,NA,B,NA,0,0,B
it,PRP,start,VBP,NA,B,NA,0,0,B
start,VBP,PRP,IN,Temporal_Concept,B,NA,0,0,B
like,IN,VBP,CD,Mental_Process,B,NA,0,0,B
5,CD,IN,NNS,Temporal_Concept,B,NA,0,0,B
days,NNS,CD,RB,Temporal_Concept,I,NA,5,0,B
ago,RB,NNS,VBP,NA,B,NA,4,10,B
i,VBP,RB,VBP,NA,B,NA,0,0,B
have,VBP,VBP,DT,Qualitative_Concept,B,NA,0,0,B
some,DT,VBP,NN,Quantitative_Concept,B,NA,4,8,B
kind,NN,DT,IN,Intellectual_Product,B,NA,0,0,B
of,IN,NN,JJ,NA,B,NA,0,0,B
weird,JJ,IN,NN,NA,B,NA,0,0,B
pressure,NN,JJ,NN,Phenomenon_or_Process,B,NA,0,0,B
feel,NN,NN,IN,Mental_Process,B,NA,0,0,B
on,IN,NN,PRP$,NA,B,NA,0,0,B
my,PRP$,IN,JJ,NA,B,NA,0,0,B
right,JJ,PRP$,NN,Spatial_Concept,B,NA,4,1,B
side,NN,JJ,IN,Spatial_Concept,I,NA,4,1,B
of,IN,NN,DT,NA,B,NA,0,0,B
the,DT,IN,NN,NA,B,NA,4,0,B
head,NN,DT,WRB,Body_Location_or_Region,B,organ,2,0,B
when,WRB,NN,NN,Temporal_Concept,B,NA,0,0,B
i,NN,WRB,RB,NA,B,NA,0,0,B
mildly,RB,NN,JJ,Qualitative_Concept,B,NA,0,0,B
tap,JJ,RB,PRP$,Health_Care_Activity,B,medication,0,0,B
my,PRP$,JJ,NN,NA,B,NA,0,0,B
head,NN,PRP$,NN,Body_Location_or_Region,B,organ,2,0,B
i,NN,NN,MD,NA,B,NA,0,0,B
would,MD,NN,VB,NA,B,NA,0,0,B
feel,VB,MD,DT,Mental_Process,B,NA,0,0,B
this,DT,VB,JJ,Eukaryote,B,NA,4,0,B
strange,JJ,DT,NN,NA,B,NA,4,8,B
feel,NN,JJ,IN,Mental_Process,B,NA,0,0,B
on,IN,NN,PRP$,NA,B,NA,0,0,B
my,PRP$,IN,JJ,NA,B,NA,0,0,B
right,JJ,PRP$,NN,Spatial_Concept,B,NA,4,1,B
side,NN,JJ,IN,Spatial_Concept,I,NA,4,1,B
of,IN,NN,DT,NA,B,NA,0,0,B
the,DT,IN,NN,NA,B,NA,4,0,B
head,NN,DT,.,Body_Location_or_Region,B,organ,2,0,B
.,.,NN,end,NA,B,NA,0,0,B
right,RB,start,RB,Spatial_Concept,B,NA,4,1,B
now,RB,RB,VBP,Temporal_Concept,B,NA,0,0,B
i,VBP,RB,NNS,NA,B,NA,0,0,B
dont,NNS,VBP,VBP,NA,B,NA,4,8,B
have,VBP,NNS,DT,Qualitative_Concept,B,NA,0,0,B
any,DT,VBP,NN,Qualitative_Concept,B,NA,0,0,B
migraine,NN,DT,NN,Disease_or_Syndrome,B,disease,3,0,B
type,NN,NN,NN,Qualitative_Concept,B,NA,0,0,B
headache,NN,NN,CC,Sign_or_Symptom,B,symptom,1,0,B
or,CC,NN,DT,NA,B,NA,0,0,B
some,DT,CC,JJ,Quantitative_Concept,B,NA,4,8,B
strong,JJ,DT,NN,Qualitative_Concept,B,NA,4,8,B
pain,NN,JJ,IN,Finding,I,NA,1,0,B
on,IN,NN,PRP$,NA,B,NA,0,0,B
my,PRP$,IN,NN,NA,B,NA,0,0,B
head,NN,PRP$,CC,Body_Location_or_Region,B,organ,2,0,B
but,CC,NN,PRP,Mental_or_Behavioral_Dysfunction,B,symptom,4,0,B
it,PRP,CC,RB,NA,B,NA,0,0,B
definitely,RB,PRP,VBP,Intellectual_Product,B,NA,0,0,B
feel,VBP,RB,JJ,Mental_Process,B,NA,0,0,B
strange,JJ,VBP,.,NA,B,NA,4,8,B
.,.,JJ,end,NA,B,NA,0,0,B
i,NN,start,VBP,NA,B,NA,0,0,B
have,VBP,NN,DT,Qualitative_Concept,B,NA,0,0,B
this,DT,VBP,JJ,Eukaryote,B,NA,4,0,B
sudden,JJ,DT,NN,Qualitative_Concept,B,NA,0,0,B
mild,NN,JJ,JJ,Finding,B,NA,0,0,B
sharp,JJ,NN,NN,Sign_or_Symptom,B,symptom,4,3,B
pain,NN,JJ,IN,Finding,I,NA,1,0,B
on,IN,NN,NN,NA,B,NA,0,0,B
leave,NN,IN,CC,NA,B,NA,4,1,B
and,CC,NN,JJ,Idea_or_Concept,B,NA,4,0,B
right,JJ,CC,NN,Spatial_Concept,B,NA,4,1,B
side,NN,JJ,IN,Spatial_Concept,I,NA,4,1,B
of,IN,NN,PRP$,NA,B,NA,0,0,B
my,PRP$,IN,NN,NA,B,NA,0,0,B
head,NN,PRP$,NN,Body_Location_or_Region,B,organ,2,0,B
i,NN,NN,VBP,NA,B,NA,0,0,B
feel,VBP,NN,DT,Mental_Process,B,NA,0,0,B
a,DT,VBP,JJ,NA,B,NA,0,0,B
bite,JJ,DT,NN,Injury_or_Poisoning,B,injury,0,0,B
disorient,NN,JJ,IN,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B
like,IN,NN,IN,Mental_Process,B,NA,0,0,B
if,IN,IN,NN,NA,B,NA,0,0,B
im,NN,IN,VBP,NA,B,NA,0,0,B
go,VBP,NN,IN,NA,B,NA,0,0,B
through,IN,VBP,DT,Functional_Concept,B,NA,0,0,B
the,DT,IN,NN,NA,B,NA,4,0,B
motion,NN,DT,.,Natural_Phenomenon_or_Process,B,NA,0,0,B
.,.,NN,end,NA,B,NA,0,0,B
i,NN,start,VBP,NA,B,NA,0,0,B
suffer,VBP,NN,IN,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B
from,IN,VBP,WP,Qualitative_Concept,B,NA,0,0,B
what,WP,IN,NN,NA,B,NA,0,0,B
i,NN,WP,VBP,NA,B,NA,0,0,B
think,VBP,NN,VB,Mental_Process,B,NA,4,8,B
be,VB,VBP,JJ,NA,B,NA,0,0,B
sudden,JJ,VB,JJ,Qualitative_Concept,B,NA,0,0,B
panic,JJ,JJ,NN,Mental_or_Behavioral_Dysfunction,B,symptom,3,0,B
attack,NN,JJ,NN,Finding,B,NA,3,0,I
i,NN,NN,VBP,NA,B,NA,0,0,B
get,VBP,NN,DT,NA,B,NA,0,0,B
this,DT,VBP,NN,Eukaryote,B,NA,4,0,B
feel,NN,DT,IN,Mental_Process,B,NA,0,0,B
of,IN,NN,NN,NA,B,NA,0,0,B
pass,NN,IN,IN,Sign_or_Symptom,B,symptom,0,0,B
out,IN,NN,IN,Spatial_Concept,B,NA,3,0,B
like,IN,IN,IN,Mental_Process,B,NA,0,0,B
if,IN,IN,JJ,NA,B,NA,0,0,B
im,JJ,IN,NN,NA,B,NA,0,0,B
die,NN,JJ,CC,Organism_Function,B,symptom,0,0,B
but,CC,NN,RB,Mental_or_Behavioral_Dysfunction,B,symptom,4,0,B
just,RB,CC,NNS,NA,B,NA,0,0,B
minutes,NNS,RB,RB,Temporal_Concept,B,NA,5,0,B
later,RB,NNS,VBP,Temporal_Concept,B,NA,4,10,B
im,VBP,RB,DT,NA,B,NA,0,0,B
all,DT,VBP,JJ,Quantitative_Concept,B,NA,0,0,B
good,JJ,DT,.,Qualitative_Concept,B,NA,4,9,B
.,.,JJ,end,NA,B,NA,0,0,B
like,IN,start,NN,Mental_Process,B,NA,0,0,B
yesterday,NN,IN,VBP,NA,B,NA,5,0,B
i,VBP,NN,VBP,NA,B,NA,0,0,B
get,VBP,VBP,DT,NA,B,NA,0,0,B
this,DT,VBP,NN,Eukaryote,B,NA,4,0,B
burn,NN,DT,NN,Injury_or_Poisoning,B,injury,0,0,B
sensation,NN,NN,VBN,Organ_or_Tissue_Function,B,NA,0,0,B
run,VBN,NN,IN,Daily_or_Recreational_Activity,B,normal_activity,0,0,B
across,IN,VBN,PRP$,NA,B,NA,0,0,B
my,PRP$,IN,NN,NA,B,NA,0,0,B
neck,NN,PRP$,CC,Body_Location_or_Region,B,organ,2,0,B
and,CC,NN,VBP,Idea_or_Concept,B,NA,4,0,B
leave,VBP,CC,NN,NA,B,NA,4,1,B
arm,NN,VBP,NN,Body_Location_or_Region,B,organ,2,0,B
i,NN,NN,VBD,NA,B,NA,0,0,B
felt,VBD,NN,IN,NA,B,NA,0,0,B
like,IN,VBD,IN,Mental_Process,B,NA,0,0,B
if,IN,IN,JJ,NA,B,NA,0,0,B
i,JJ,IN,VB,NA,B,NA,0,0,B
be,VB,JJ,VBN,NA,B,NA,0,0,B
pass,VBN,VB,RP,Sign_or_Symptom,B,symptom,0,0,B
out,RP,VBN,CC,Spatial_Concept,B,NA,3,0,B
and,CC,RP,PRP$,Idea_or_Concept,B,NA,4,0,B
my,PRP$,CC,NN,NA,B,NA,0,0,B
toungue,NN,PRP$,VBP,NA,B,NA,0,0,B
go,VBP,NN,RB,NA,B,NA,0,0,B
numb,RB,VBP,.,Individual_Behavior,B,NA,0,0,B
.,.,RB,end,NA,B,NA,0,0,B
if,IN,start,VBP,NA,B,NA,0,0,B
have,VBP,IN,DT,Qualitative_Concept,B,NA,0,0,B
a,DT,VBP,NN,NA,B,NA,0,0,B
hand,NN,DT,JJ,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
full,JJ,NN,IN,Qualitative_Concept,B,NA,0,0,B
of,IN,JJ,DT,NA,B,NA,0,0,B
these,DT,IN,NNS,Intellectual_Product,B,NA,4,0,B
attack,NNS,DT,RB,Finding,B,NA,3,0,I
so,RB,NNS,RB,NA,B,NA,0,0,B
now,RB,RB,JJ,Temporal_Concept,B,NA,0,0,B
i,JJ,RB,NN,NA,B,NA,0,0,B
kind,NN,JJ,IN,Intellectual_Product,B,NA,0,0,B
of,IN,NN,NN,NA,B,NA,0,0,B
control,NN,IN,PRP,Conceptual_Entity,B,NA,0,0,B
them,PRP,NN,JJR,NA,B,NA,4,0,B
better,JJR,PRP,.,Qualitative_Concept,B,NA,0,0,B
.,.,JJR,end,NA,B,NA,0,0,B
sometimes,RB,start,PRP,Temporal_Concept,B,NA,4,8,B
it,PRP,RB,VB,NA,B,NA,0,0,B
feel,VB,PRP,RB,Mental_Process,B,NA,0,0,B
so,RB,VB,JJ,NA,B,NA,0,0,B
real,JJ,RB,IN,Qualitative_Concept,B,NA,0,0,B
that,IN,JJ,JJ,NA,B,NA,4,0,B
i,JJ,IN,VBP,NA,B,NA,0,0,B
cant,VBP,JJ,VB,Finding,B,NA,4,8,B
control,VB,VBP,PRP,Conceptual_Entity,B,NA,0,0,B
it,PRP,VB,RB,NA,B,NA,0,0,B
much,RB,PRP,.,Quantitative_Concept,B,NA,0,0,B
.,.,RB,end,NA,B,NA,0,0,B
mri,NNS,start,JJ,Diagnostic_Procedure,B,NA,0,0,B
scan,JJ,NNS,JJ,Diagnostic_Procedure,I,NA,6,3,B
detect,JJ,JJ,NN,Finding,B,NA,0,0,B
something,NN,JJ,IN,NA,B,NA,0,0,B
in,IN,NN,DT,NA,B,NA,0,0,B
the,DT,IN,JJR,NA,B,NA,4,0,B
lower,JJR,DT,NN,Body_Part_Organ_or_Organ_Component,B,organ,4,1,B
lobe.,NN,JJR,``,NA,B,NA,2,0,B
``,``,NN,end,NA,B,NA,0,0,B
so,RB,start,RB,NA,B,NA,0,0,B
i,RB,RB,RB,NA,B,NA,0,0,B
recently,RB,RB,VB,Temporal_Concept,B,NA,5,0,B
get,VB,RB,DT,NA,B,NA,0,0,B
an,DT,VB,JJ,NA,B,NA,0,0,B
mri,JJ,DT,NN,Diagnostic_Procedure,B,NA,0,0,B
scan,NN,JJ,IN,Diagnostic_Procedure,I,NA,6,3,B
on,IN,NN,PRP$,NA,B,NA,0,0,B
my,PRP$,IN,NN,NA,B,NA,0,0,B
brain,NN,PRP$,IN,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
because,IN,NN,NN,NA,B,NA,0,0,B
i,NN,IN,VB,NA,B,NA,0,0,B
be,VB,NN,JJ,NA,B,NA,0,0,B
get,JJ,VB,JJ,NA,B,NA,0,0,B
weird,JJ,JJ,NNS,NA,B,NA,0,0,B
symptoms,NNS,JJ,IN,Sign_or_Symptom,B,symptom,0,0,B
in,IN,NNS,PRP$,NA,B,NA,0,0,B
my,PRP$,IN,NN,NA,B,NA,0,0,B
arm,NN,PRP$,CC,Body_Location_or_Region,B,organ,2,0,B
and,CC,NN,NN,Idea_or_Concept,B,NA,4,0,B
legs,NN,CC,IN,Body_Location_or_Region,I,organ,2,0,B
on,IN,NN,DT,NA,B,NA,0,0,B
the,DT,IN,JJ,NA,B,NA,4,0,B
leave,JJ,DT,NN,NA,B,NA,4,1,B
side,NN,JJ,.,Spatial_Concept,I,NA,4,1,B
.,.,NN,end,NA,B,NA,0,0,B
turn,NN,start,RP,Finding,B,NA,0,0,B
out,RP,NN,DT,Spatial_Concept,B,NA,3,0,B
the,DT,RP,NNS,NA,B,NA,4,0,B
symptoms,NNS,DT,IN,Sign_or_Symptom,B,symptom,0,0,B
in,IN,NNS,PRP$,NA,B,NA,0,0,B
my,PRP$,IN,NN,NA,B,NA,0,0,B
arm,NN,PRP$,CC,Body_Location_or_Region,B,organ,2,0,B
and,CC,NN,JJ,Idea_or_Concept,B,NA,4,0,B
legs,JJ,CC,VB,Body_Location_or_Region,I,organ,2,0,B
be,VB,JJ,JJ,NA,B,NA,0,0,B
nerve,JJ,VB,NN,Sign_or_Symptom,B,symptom,2,0,B
pain,NN,JJ,.,Finding,I,NA,1,0,B
.,.,NN,end,NA,B,NA,0,0,B
i,NNS,start,VBP,NA,B,NA,0,0,B
have,VBP,NNS,NN,Qualitative_Concept,B,NA,0,0,B
pressure,NN,VBP,NN,Phenomenon_or_Process,B,NA,0,0,B
feel,NN,NN,IN,Mental_Process,B,NA,0,0,B
on,IN,NN,PRP$,NA,B,NA,0,0,B
my,PRP$,IN,JJ,NA,B,NA,0,0,B
leave,JJ,PRP$,NN,NA,B,NA,4,1,B
side,NN,JJ,IN,Spatial_Concept,I,NA,4,1,B
of,IN,NN,DT,NA,B,NA,0,0,B
the,DT,IN,NN,NA,B,NA,4,0,B
head,NN,DT,WRB,Body_Location_or_Region,B,organ,2,0,B
when,WRB,NN,NN,Temporal_Concept,B,NA,0,0,B
i,NN,WRB,RB,NA,B,NA,0,0,B
mildly,RB,NN,JJ,Qualitative_Concept,B,NA,0,0,B
tap,JJ,RB,PRP$,Health_Care_Activity,B,medication,0,0,B
my,PRP$,JJ,NN,NA,B,NA,0,0,B
head,NN,PRP$,NN,Body_Location_or_Region,B,organ,2,0,B
i,NN,NN,MD,NA,B,NA,0,0,B
would,MD,NN,VB,NA,B,NA,0,0,B
feel,VB,MD,DT,Mental_Process,B,NA,0,0,B
this,DT,VB,JJ,Eukaryote,B,NA,4,0,B
strange,JJ,DT,NN,NA,B,NA,4,8,B
feel,NN,JJ,IN,Mental_Process,B,NA,0,0,B
on,IN,NN,PRP$,NA,B,NA,0,0,B
my,PRP$,IN,JJ,NA,B,NA,0,0,B
leave,JJ,PRP$,NN,NA,B,NA,4,1,B
side,NN,JJ,IN,Spatial_Concept,I,NA,4,1,B
of,IN,NN,DT,NA,B,NA,0,0,B
the,DT,IN,NN,NA,B,NA,4,0,B
head,NN,DT,.,Body_Location_or_Region,B,organ,2,0,B
.,.,NN,end,NA,B,NA,0,0,B
but,CC,start,DT,Mental_or_Behavioral_Dysfunction,B,symptom,4,0,B
the,DT,CC,NN,NA,B,NA,4,0,B
doctor,NN,DT,VBP,Professional_or_Occupational_Group,B,NA,6,2,B
say,VBP,NN,PRP,NA,B,NA,0,0,B
they,PRP,VBP,VBP,NA,B,NA,4,0,B
find,VBP,PRP,DT,Finding,B,NA,0,0,B
a,DT,VBP,JJ,NA,B,NA,0,0,B
small,JJ,DT,NN,Quantitative_Concept,B,NA,3,0,B
abnormality,NN,JJ,IN,Finding,B,NA,0,0,B
on,IN,NN,PRP$,NA,B,NA,0,0,B
my,PRP$,IN,NN,NA,B,NA,0,0,B
brain,NN,PRP$,JJ,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
scan,JJ,NN,IN,Diagnostic_Procedure,I,NA,6,3,B
in,IN,JJ,DT,NA,B,NA,0,0,B
the,DT,IN,JJ,NA,B,NA,4,0,B
leave,JJ,DT,JJ,NA,B,NA,4,1,B
temporal,JJ,JJ,NN,Body_Part_Organ_or_Organ_Component,B,organ,0,0,B
lobe,NN,JJ,.,Body_Part_Organ_or_Organ_Component,I,organ,2,0,B
.,.,NN,end,NA,B,NA,0,0,B
he,PRP,start,VB,NA,B,NA,0,0,B
say,VB,PRP,PRP,NA,B,NA,0,0,B
it,PRP,VB,VB,NA,B,NA,0,0,B
be,VB,PRP,NN,NA,B,NA,0,0,B
nothing,NN,VB,TO,Finding,B,NA,4,5,B
to,TO,NN,VB,NA,B,NA,0,0,B
worry,VB,TO,RB,Finding,B,NA,0,0,B
about,RB,VB,CC,Qualitative_Concept,B,NA,0,0,B
and,CC,RB,DT,Idea_or_Concept,B,NA,4,0,B
a,DT,CC,JJ,NA,B,NA,0,0,B
follow,JJ,DT,RP,Finding,B,NA,0,0,B
up,RP,JJ,JJ,Finding,I,NA,0,0,B
scan,JJ,RP,IN,Diagnostic_Procedure,I,NA,6,3,B
in,IN,JJ,CD,NA,B,NA,0,0,B
6,CD,IN,NN,NA,B,NA,0,0,B
months.,NN,CD,'',NA,B,NA,5,0,B
','',NN,NN,NA,B,NA,0,0,B
],NN,'',end,NA,B,NA,0,0,B
[,NN,start,RB,NA,B,NA,0,0,B
once,RB,NN,JJ,Temporal_Concept,B,NA,0,0,B
i,JJ,RB,VB,NA,B,NA,0,0,B
be,VB,JJ,JJ,NA,B,NA,0,0,B
alcoholic,JJ,VB,.,Patient_or_Disabled_Group,B,NA,0,0,B
.,.,JJ,end,NA,B,NA,0,0,B
2,CD,start,NNS,NA,B,NA,0,0,B
years,NNS,CD,RB,Temporal_Concept,B,NA,5,0,B
