word,pos,prepos,nxtpos,ontotag,onto-BIO,onto-predict,dict-tag,dict-score,dict-BIO,tag,bio
and,CC,NNS,PRP,Idea_or_Concept,B,NA,4,0,B,others,B
they,PRP,CC,VB,NA,B,NA,4,0,B,others,B
be,VB,PRP,JJ,NA,B,NA,0,0,B,others,B
hard,JJ,VB,JJ,Qualitative_Concept,B,NA,4,2,B,modifier,B
movable,JJ,JJ,NN,NA,B,NA,1,0,B,symptom,i
<,NN,JJ,CD,NA,B,NA,0,0,B,others,B
1,CD,NN,.,NA,B,NA,0,0,B,modifier,B
.,.,CD,end,NA,B,NA,0,0,B,modifier,i
5,CD,start,NN,NA,B,NA,0,0,B,modifier,i
cm,NN,CD,IN,NA,B,NA,4,12,I,modifier,i
in,IN,NN,DT,NA,B,NA,0,0,B,others,B
the,DT,IN,NN,NA,B,NA,4,0,B,others,B
groin,NN,DT,RB,Body_Location_or_Region,B,organ,2,0,B,organ,B
probably,RB,NN,RB,Idea_or_Concept,B,NA,0,0,B,others,B
not,RB,RB,VB,Finding,B,NA,4,5,B,others,B
grow,VB,RB,RB,NA,B,NA,0,0,B,others,B
i,RB,VB,VB,NA,B,NA,0,0,B,others,B
be,VB,RB,RB,NA,B,NA,0,0,B,others,B
not,RB,VB,JJ,Finding,B,NA,4,5,B,modifier,B
sure,JJ,RB,IN,Finding,I,NA,0,0,B,others,i
because,IN,JJ,NN,NA,B,NA,0,0,B,others,B
i,NN,IN,VBP,NA,B,NA,0,0,B,others,B
have,VBP,NN,DT,Qualitative_Concept,B,NA,0,0,B,others,B
a,DT,VBP,JJ,Intellectual_Product,I,NA,0,0,B,others,B
few,JJ,DT,NN,Quantitative_Concept,B,NA,4,8,B,modifier,i
growth,NN,JJ,NN,Organism_Function,B,symptom,0,0,B,others,i
spurt,NN,NN,IN,NA,B,NA,0,0,B,symptom,i
during,IN,NN,DT,Temporal_Concept,B,NA,0,0,B,others,B
this,DT,IN,NN,Eukaryote,B,NA,4,0,B,others,i
time,NN,DT,CC,Temporal_Concept,B,NA,5,0,B,modifier,i
and,CC,NN,PRP,Idea_or_Concept,B,NA,4,0,B,others,B
it,PRP,CC,VB,NA,B,NA,0,0,B,others,B
be,VB,PRP,JJ,NA,B,NA,0,0,B,others,B
normal,JJ,VB,IN,Qualitative_Concept,B,NA,4,6,B,modifier,B
for,IN,JJ,PRP,Qualitative_Concept,B,NA,0,0,B,others,B
them,PRP,IN,TO,NA,B,NA,4,0,B,others,B
to,TO,PRP,VB,NA,B,NA,0,0,B,others,B
grow,VB,TO,DT,NA,B,NA,0,0,B,others,B
a,DT,VB,JJ,Intellectual_Product,I,NA,0,0,B,others,i
little,JJ,DT,NN,Intellectual_Product,I,NA,4,4,B,modifier,i
bite,NN,JJ,RB,Injury_or_Poisoning,B,injury,0,0,B,others,i
respectively,RB,NN,IN,NA,B,NA,0,0,B,others,B
with,IN,RB,PRP$,Qualitative_Concept,B,NA,4,0,B,others,B
my,PRP$,IN,NN,NA,B,NA,0,0,B,others,B
body,NN,PRP$,.,Anatomical_Structure,B,organ,2,0,B,organ,B
.,.,NN,end,NA,B,NA,0,0,B,others,B
they,PRP,start,VBP,NA,B,NA,4,0,B,others,B
do,VBP,PRP,RB,Finding,B,NA,0,0,B,others,B
not,RB,VBP,VB,Finding,B,NA,4,5,B,modifier,B
cause,VB,RB,PRP,Conceptual_Entity,B,NA,0,0,B,others,B
me,PRP,VB,DT,NA,B,NA,0,0,B,others,B
any,DT,PRP,NN,Qualitative_Concept,B,NA,0,0,B,others,B
pain,NN,DT,CC,Sign_or_Symptom,B,symptom,1,0,B,symptom,B
and,CC,NN,IN,Idea_or_Concept,B,NA,4,0,B,others,B
since,IN,CC,NN,Temporal_Concept,B,NA,0,0,B,others,B
i,NN,IN,VBP,NA,B,NA,0,0,B,others,B
find,VBP,NN,PRP,Finding,B,NA,0,0,B,others,B
them,PRP,VBP,VBP,NA,B,NA,4,0,B,others,B
i,VBP,PRP,RB,NA,B,NA,0,0,B,others,B
really,RB,VBP,VBP,NA,B,NA,0,0,B,others,B
have,VBP,RB,RB,Qualitative_Concept,B,NA,0,0,B,others,B
not,RB,VBP,VB,Finding,B,NA,4,5,B,modifier,B
pay,VB,RB,JJ,Quantitative_Concept,B,NA,0,0,B,others,B
much,JJ,VB,NN,Quantitative_Concept,B,NA,0,0,B,others,B
attention,NN,JJ,TO,Mental_Process,B,NA,0,0,B,others,B
to,TO,NN,PRP,NA,B,NA,0,0,B,others,B
them,PRP,TO,IN,NA,B,NA,4,0,B,others,B
until,IN,PRP,RB,Intellectual_Product,B,NA,0,0,B,others,B
now,RB,IN,.,Temporal_Concept,B,NA,0,0,B,others,i
.,.,RB,end,NA,B,NA,0,0,B,others,B
to,TO,start,VB,NA,B,NA,0,0,B,others,B
be,VB,TO,JJ,NA,B,NA,0,0,B,others,B
sure,JJ,VB,NNS,Finding,I,NA,0,0,B,others,B
i,NNS,JJ,VBP,NA,B,NA,0,0,B,others,B
have,VBP,NNS,DT,Qualitative_Concept,B,NA,0,0,B,others,B
a,DT,VBP,JJ,Intellectual_Product,I,NA,0,0,B,others,B
full,JJ,DT,NN,Qualitative_Concept,B,NA,0,0,B,others,B
blood,NN,JJ,CC,Finding,B,NA,2,0,B,organ,B
and,CC,NN,JJ,Idea_or_Concept,B,NA,4,0,B,others,i
urine,JJ,CC,JJ,Finding,I,NA,6,3,B,medication,i
scan,JJ,JJ,CC,Diagnostic_Procedure,B,NA,6,3,I,medication,i
and,CC,JJ,NN,Idea_or_Concept,B,NA,4,0,B,others,B
everything,NN,CC,VBP,NA,B,NA,0,0,B,others,B
come,VBP,NN,RB,Organic_Chemical,B,NA,0,0,B,others,B
back,RB,VBP,RB,Body_Location_or_Region,B,organ,4,1,B,others,B
perfectly,RB,RB,JJ,NA,B,NA,0,0,B,others,B
fine,JJ,RB,.,Qualitative_Concept,B,NA,4,9,B,modifier,B
.,.,JJ,end,NA,B,NA,0,0,B,others,B
there,RB,start,VB,NA,B,NA,4,0,B,others,B
be,VB,RB,DT,NA,B,NA,0,0,B,others,B
no,DT,VB,NN,Qualitative_Concept,B,NA,0,0,B,modifier,B
history,NN,DT,IN,Qualitative_Concept,I,NA,0,0,B,others,i
of,IN,NN,NN,Qualitative_Concept,I,NA,0,0,B,others,i
lymphoma,NN,IN,IN,Neoplastic_Process,B,disease,0,0,B,disease,i
in,IN,NN,PRP$,NA,B,NA,0,0,B,others,B
my,PRP$,IN,NN,NA,B,NA,0,0,B,others,B
family,NN,PRP$,CC,Family_Group,B,NA,0,0,B,others,B
and,CC,NN,NN,Idea_or_Concept,B,NA,4,0,B,others,B
yep.,NN,CC,``,NA,B,NA,0,0,B,others,B
``,``,NN,NN,NA,B,NA,0,0,B,others,B
],NN,``,end,NA,B,NA,0,0,B,others,B
[,JJ,start,NN,NA,B,NA,0,0,B,others,B
hello,NN,JJ,EX,NA,B,NA,0,0,B,others,B
there,EX,NN,IN,NA,B,NA,4,0,B,others,B
for,IN,EX,DT,Qualitative_Concept,B,NA,0,0,B,others,B
the,DT,IN,JJ,NA,B,NA,4,0,B,others,B
last,JJ,DT,JJ,Qualitative_Concept,B,NA,4,10,B,modifier,B
few,JJ,JJ,NNS,Quantitative_Concept,B,NA,4,8,B,modifier,i
months,NNS,JJ,PRP$,Temporal_Concept,B,NA,5,0,B,time,i
my,PRP$,NNS,NN,NA,B,NA,0,0,B,others,B
son,NN,PRP$,VB,Family_Group,B,NA,4,12,B,modifier,B
be,VB,NN,JJ,NA,B,NA,0,0,B,others,B
act,JJ,VB,RB,Idea_or_Concept,B,NA,0,0,B,others,B
very,RB,JJ,JJ,Qualitative_Concept,B,NA,4,0,B,modifier,i
strange,JJ,RB,.,NA,B,NA,4,8,B,modifier,i
.,.,JJ,end,NA,B,NA,0,0,B,others,B
he,PRP,start,VB,NA,B,NA,0,0,B,others,B
forget,VB,PRP,JJ,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B,symptom,B
many,JJ,VB,JJ,Quantitative_Concept,B,NA,4,12,B,modifier,i
important,JJ,JJ,NNS,Qualitative_Concept,B,NA,0,0,B,others,i
things,NNS,JJ,IN,Entity,B,NA,4,8,B,modifier,i
like,IN,NNS,NN,Mental_Process,B,NA,0,0,B,others,B
phone,NN,IN,NN,Conceptual_Entity,B,NA,0,0,B,others,B
number,NN,NN,WDT,Conceptual_Entity,I,NA,0,0,B,others,B
which,WDT,NN,PRP,NA,B,NA,0,0,B,others,B
he,PRP,WDT,VBZ,NA,B,NA,0,0,B,others,B
use,VBZ,PRP,TO,Functional_Concept,B,NA,0,0,B,others,B
to,TO,VBZ,VB,NA,B,NA,0,0,B,others,i
remember,VB,TO,.,Mental_Process,B,NA,1,0,B,symptom,i
.,.,VB,end,NA,B,NA,0,0,B,others,B
new,JJ,start,NN,Qualitative_Concept,B,NA,0,0,B,others,B
surround,NN,JJ,CC,Spatial_Concept,B,NA,0,0,B,others,B
and,CC,NN,JJ,Idea_or_Concept,B,NA,4,0,B,others,B
new,JJ,CC,NNS,Qualitative_Concept,B,NA,0,0,B,others,B
people,NNS,JJ,VB,Population_Group,B,NA,0,0,B,others,B
be,VB,NNS,RB,NA,B,NA,0,0,B,others,B
confuse,RB,VB,PRP,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B,symptom,B
him,PRP,RB,IN,NA,B,NA,0,0,B,others,B
as,IN,PRP,PRP,NA,B,NA,0,0,B,others,B
we,PRP,IN,VBP,NA,B,NA,0,0,B,others,B
have,VBP,PRP,VBN,Qualitative_Concept,B,NA,0,0,B,others,B
move,VBN,VBP,IN,Organism_Function,B,symptom,0,0,B,others,B
into,IN,VBN,DT,Functional_Concept,B,NA,0,0,B,others,B
a,DT,IN,JJ,NA,B,NA,0,0,B,others,B
new,JJ,DT,NN,Qualitative_Concept,B,NA,0,0,B,others,B
town,NN,JJ,.,Geographic_Area,B,NA,0,0,B,others,B
.,.,NN,end,NA,B,NA,0,0,B,others,B
he,PRP,start,VB,NA,B,NA,0,0,B,others,B
be,VB,PRP,RB,NA,B,NA,0,0,B,others,B
easily,RB,VB,NN,Qualitative_Concept,B,NA,4,5,B,others,B
irritate,NN,RB,.,NA,B,NA,0,0,B,symptom,i
.,.,NN,end,NA,B,NA,0,0,B,others,B
he,PRP,start,VBP,NA,B,NA,0,0,B,others,B
say,VBP,PRP,IN,NA,B,NA,0,0,B,others,B
that,IN,VBP,PRP,NA,B,NA,4,0,B,others,B
he,PRP,IN,VB,NA,B,NA,0,0,B,others,B
be,VB,PRP,JJ,NA,B,NA,0,0,B,others,B
frustrate,JJ,VB,CC,NA,B,NA,0,0,B,symptom,B
and,CC,JJ,NN,Idea_or_Concept,B,NA,4,0,B,others,i
depress,NN,CC,.,Finding,B,NA,1,0,B,symptom,i
.,.,NN,end,NA,B,NA,0,0,B,others,B
suddenly,RB,start,PRP,Finding,B,NA,0,0,B,others,B
he,PRP,RB,VB,NA,B,NA,0,0,B,others,B
be,VB,PRP,RB,NA,B,NA,0,0,B,others,B
not,RB,VB,VB,Functional_Concept,B,NA,4,5,B,modifier,B
take,VB,RB,NN,Health_Care_Activity,B,medication,0,0,B,others,i
bath,NN,VB,IN,Therapeutic_or_Preventive_Procedure,B,medication,0,0,B,others,i
for,IN,NN,NNS,Qualitative_Concept,B,NA,0,0,B,others,B
weeks,NNS,IN,.,Temporal_Concept,B,NA,5,0,B,time,B
.,.,NNS,end,NA,B,NA,0,0,B,others,B
if,IN,start,JJ,NA,B,NA,0,0,B,others,B
i,JJ,IN,VBP,NA,B,NA,0,0,B,others,B
ask,VBP,JJ,PRP,NA,B,NA,0,0,B,others,B
him,PRP,VBP,IN,NA,B,NA,0,0,B,others,B
about,IN,PRP,PRP,Qualitative_Concept,B,NA,0,0,B,others,B
it,PRP,IN,PRP,NA,B,NA,0,0,B,others,B
he,PRP,PRP,VB,NA,B,NA,0,0,B,others,B
say,VB,PRP,PRP,NA,B,NA,0,0,B,others,B
he,PRP,VB,VB,NA,B,NA,0,0,B,others,B
forget,VB,PRP,.,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B,symptom,B
!,.,VB,.,NA,B,NA,0,0,B,others,B
!,.,.,.,NA,B,NA,0,0,B,others,B
!,.,.,end,NA,B,NA,0,0,B,others,B
can,MD,start,NN,Quantitative_Concept,B,NA,4,8,B,others,B
anyone,NN,MD,VB,NA,B,NA,0,0,B,others,B
help,VB,NN,PRP,Qualitative_Concept,B,NA,0,0,B,others,B
me,PRP,VB,IN,NA,B,NA,0,0,B,others,B
about,IN,PRP,NN,Qualitative_Concept,B,NA,0,0,B,others,B
it.,NN,IN,'',NA,B,NA,0,0,B,others,B
','',NN,NN,NA,B,NA,0,0,B,others,B
],NN,'',end,NA,B,NA,0,0,B,others,B
[,JJ,start,NN,NA,B,NA,0,0,B,others,B
hi,NN,JJ,NN,NA,B,NA,0,0,B,others,B
i,NN,NN,VB,NA,B,NA,0,0,B,others,B
be,VB,NN,RB,NA,B,NA,0,0,B,others,B
usually,RB,VB,JJ,Intellectual_Product,B,NA,4,6,B,others,B
allergic,JJ,RB,TO,Functional_Concept,B,NA,3,0,B,disease,B
to,TO,JJ,NN,NA,B,NA,0,0,B,others,i
house,NN,TO,NN,Eukaryote,B,NA,0,0,B,others,i
dust,NN,NN,NN,Eukaryote,I,NA,0,0,B,others,i
mite,NN,NN,CC,Eukaryote,I,NA,0,0,B,others,i
and,CC,NN,NN,Idea_or_Concept,B,NA,4,0,B,others,B
fur,NN,CC,CC,Manufactured_Object,B,NA,0,0,B,others,B
or,CC,NN,NN,NA,B,NA,0,0,B,others,B
hair,NN,CC,.,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B,others,B
.,.,NN,end,NA,B,NA,0,0,B,others,B
from,IN,start,NN,Qualitative_Concept,B,NA,0,0,B,others,B
yesterday,NN,IN,PRP$,NA,B,NA,5,0,B,time,B
my,PRP$,NN,NN,NA,B,NA,0,0,B,others,B
eye,NN,PRP$,VB,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B,organ,B
feel,VB,NN,JJ,Mental_Process,B,NA,0,0,B,others,B
itchy,JJ,VB,CC,Sign_or_Symptom,B,symptom,1,0,B,symptom,B
and,CC,JJ,JJ,Idea_or_Concept,B,NA,4,0,B,others,i
gritty,JJ,CC,.,Qualitative_Concept,B,NA,1,0,B,symptom,i
.,.,JJ,end,NA,B,NA,0,0,B,others,B
the,DT,start,NNS,NA,B,NA,4,0,B,others,B
eyelids,NNS,DT,VBP,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B,organ,B
tend,VBP,NNS,TO,NA,B,NA,2,0,B,others,B
to,TO,VBP,VB,NA,B,NA,0,0,B,others,i
swell,VB,TO,.,Pathologic_Function,B,NA,1,0,B,symptom,i
.,.,VB,end,NA,B,NA,0,0,B,others,B
there,RB,start,VB,NA,B,NA,4,0,B,others,B
be,VB,RB,JJ,NA,B,NA,0,0,B,others,B
burn,JJ,VB,NN,Injury_or_Poisoning,B,injury,0,0,B,symptom,B
feel,NN,JJ,IN,Mental_Process,B,NA,0,0,B,others,i
in,IN,NN,PRP$,NA,B,NA,0,0,B,others,B
my,PRP$,IN,NN,NA,B,NA,0,0,B,others,B
eye,NN,PRP$,.,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B,organ,B
.,.,NN,end,NA,B,NA,0,0,B,others,B
i,NN,start,VBP,NA,B,NA,0,0,B,others,B
wear,VBP,NN,NN,NA,B,NA,0,0,B,others,B
contact,NN,VBP,NNS,Medical_Device,B,device,6,1,B,medication,B
lens,NNS,NN,.,Medical_Device,I,device,6,1,I,medication,i
.,.,NNS,end,NA,B,NA,0,0,B,others,B
my,PRP$,start,NN,NA,B,NA,0,0,B,others,B
eye,NN,PRP$,VB,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B,others,B
become,VB,NN,RB,NA,B,NA,0,0,B,others,B
too,RB,VB,JJ,NA,B,NA,0,0,B,others,B
gluey,JJ,RB,CC,NA,B,NA,0,0,B,symptom,B
or,CC,JJ,JJ,NA,B,NA,0,0,B,others,B
sticky.,JJ,CC,'',NA,B,NA,1,0,B,symptom,B
','',JJ,NN,NA,B,NA,0,0,B,others,B
],NN,'',end,NA,B,NA,0,0,B,others,B
[,NN,start,NN,NA,B,NA,0,0,B,others,B
i,NN,NN,NN,NA,B,NA,0,0,B,others,B
experience,NN,NN,VB,Mental_Process,B,NA,0,0,B,others,B
be,VB,NN,VBN,NA,B,NA,0,0,B,others,B
bleed,VBN,VB,IN,Pathologic_Function,B,NA,1,0,B,symptom,B
after,IN,VBN,NN,Temporal_Concept,B,NA,4,10,B,others,B
go,NN,IN,TO,NA,B,NA,0,0,B,others,B
to,TO,NN,DT,NA,B,NA,0,0,B,others,B
the,DT,TO,NN,NA,B,NA,4,0,B,others,B
toilet,NN,DT,TO,Therapeutic_or_Preventive_Procedure,B,medication,0,0,B,others,B
to,TO,NN,VB,NA,B,NA,0,0,B,others,B
pass,VB,TO,NN,Finding,B,NA,0,0,B,others,B
stool,NN,VB,.,Body_Substance,B,organ,2,0,B,organ,i
.,.,NN,end,NA,B,NA,0,0,B,others,B
the,DT,start,NN,NA,B,NA,4,0,B,others,B
blood,NN,DT,VB,Tissue,B,NA,2,0,B,organ,B
be,VB,NN,RB,NA,B,NA,0,0,B,others,B
usually,RB,VB,JJ,Intellectual_Product,B,NA,4,6,B,others,B
bright,JJ,RB,JJ,Finding,B,NA,0,0,B,modifier,B
red,JJ,JJ,CC,Finding,I,NA,4,15,B,modifier,i
and,CC,JJ,VB,Idea_or_Concept,B,NA,4,0,B,others,B
be,VB,CC,VBN,NA,B,NA,0,0,B,others,B
notice,VBN,VB,IN,NA,B,NA,0,0,B,others,B
on,IN,VBN,DT,NA,B,NA,0,0,B,others,B
the,DT,IN,NN,NA,B,NA,4,0,B,others,B
toilet,NN,DT,NN,Therapeutic_or_Preventive_Procedure,B,medication,0,0,B,others,B
tissue,NN,NN,IN,Tissue,B,NA,2,0,B,others,i
in,IN,NN,DT,NA,B,NA,0,0,B,others,B
the,DT,IN,NN,NA,B,NA,4,0,B,others,B
toilet,NN,DT,NN,Therapeutic_or_Preventive_Procedure,B,medication,0,0,B,others,B
pan,NN,NN,CC,Mammal,B,NA,0,0,B,others,B
or,CC,NN,VB,NA,B,NA,0,0,B,others,B
coat,VB,CC,DT,Quantitative_Concept,B,NA,0,0,B,others,B
the,DT,VB,NN,NA,B,NA,4,0,B,others,B
stool,NN,DT,.,Body_Substance,B,organ,2,0,B,organ,B
.,.,NN,end,NA,B,NA,0,0,B,others,B
the,DT,start,NN,NA,B,NA,4,0,B,others,B
discharge,NN,DT,VB,Body_Substance,B,organ,1,0,B,symptom,B
be,VB,NN,JJ,NA,B,NA,0,0,B,others,B
irritate,JJ,VB,DT,NA,B,NA,0,0,B,others,B
the,DT,JJ,NN,NA,B,NA,4,0,B,others,B
skin,NN,DT,IN,Body_System,B,organ,2,0,B,organ,i
around,IN,NN,DT,Idea_or_Concept,B,NA,0,0,B,others,i
the,DT,IN,JJ,NA,B,NA,4,0,B,others,B
back,JJ,DT,NN,Body_Location_or_Region,B,organ,4,1,B,modifier,B
passage,NN,JJ,NN,Laboratory_Procedure,B,NA,0,0,B,others,i
anus,NN,NN,.,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B,organ,i
.,.,NN,end,NA,B,NA,0,0,B,others,B
i,NN,start,VB,NA,B,NA,0,0,B,others,B
be,VB,NN,VBP,NA,B,NA,0,0,B,others,B
have,VBP,VB,DT,Qualitative_Concept,B,NA,0,0,B,others,B
a,DT,VBP,NN,NA,B,NA,0,0,B,others,B
sense,NN,DT,IN,Organ_or_Tissue_Function,B,NA,2,0,B,others,B
of,IN,NN,NN,NA,B,NA,0,0,B,others,i
fullness,NN,IN,IN,Spatial_Concept,B,NA,0,0,B,others,i
in,IN,NN,DT,NA,B,NA,0,0,B,others,B
the,DT,IN,NN,NA,B,NA,4,0,B,others,B
anus,NN,DT,CC,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B,organ,B
or,CC,NN,DT,NA,B,NA,0,0,B,others,B
a,DT,CC,NN,NA,B,NA,0,0,B,others,B
feel,NN,DT,IN,Mental_Process,B,NA,0,0,B,others,B
of,IN,NN,RB,NA,B,NA,0,0,B,others,B
not,RB,IN,RB,Functional_Concept,B,NA,4,5,B,modifier,B
fully,RB,RB,JJ,NA,B,NA,0,0,B,others,i
empty,JJ,RB,PRP$,Qualitative_Concept,B,NA,0,0,B,others,i
my,PRP$,JJ,JJ,NA,B,NA,0,0,B,others,B
back,JJ,PRP$,NN,Body_Location_or_Region,B,organ,4,1,B,organ,B
passage,NN,JJ,WRB,Laboratory_Procedure,B,NA,0,0,B,others,i
when,WRB,NN,NN,Qualitative_Concept,B,NA,0,0,B,others,B
i,NN,WRB,VBP,NA,B,NA,0,0,B,others,B
go,VBP,NN,TO,NA,B,NA,0,0,B,others,B
to,TO,VBP,DT,NA,B,NA,0,0,B,others,B
the,DT,TO,NN,NA,B,NA,4,0,B,others,B
toilet.,NN,DT,POS,NA,B,NA,0,0,B,others,B
',POS,NN,NN,NA,B,NA,0,0,B,others,B
],NN,POS,end,NA,B,NA,0,0,B,others,B
[,VB,start,PRP$,NA,B,NA,0,0,B,others,B
my,PRP$,VB,NN,NA,B,NA,0,0,B,others,B
fiance,NN,PRP$,VBP,Family_Group,B,NA,0,0,B,others,B
have,VBP,NN,TO,Qualitative_Concept,B,NA,0,0,B,others,B
to,TO,VBP,VB,NA,B,NA,0,0,B,others,B
babysit,VB,TO,PRP$,Population_Group,B,NA,0,0,B,others,B
her,PRP$,VB,NNS,Fish,B,NA,4,13,B,modifier,B
nieces,NNS,PRP$,CC,Finding,B,NA,0,0,B,others,B
and,CC,NNS,NNS,Finding,I,NA,4,0,B,others,i
nephews,NNS,CC,NN,Finding,I,NA,0,0,B,others,i
today,NN,NNS,.,Organic_Chemical,B,NA,5,0,B,time,B
.,.,NN,end,NA,B,NA,0,0,B,others,B
one,CD,start,IN,Quantitative_Concept,B,NA,2,0,B,others,B
of,IN,CD,PRP,NA,B,NA,0,0,B,others,B
them,PRP,IN,VBP,NA,B,NA,4,0,B,others,B
have,VBP,PRP,DT,Qualitative_Concept,B,NA,0,0,B,others,B
the,DT,VBP,NN,NA,B,NA,4,0,B,others,B
chicken,NN,DT,NN,Disease_or_Syndrome,B,disease,0,0,B,disease,B
pox,NN,NN,.,Disease_or_Syndrome,I,disease,0,0,B,disease,i
.,.,NN,end,NA,B,NA,0,0,B,others,B
i,NN,start,VBP,NA,B,NA,0,0,B,others,B
hear,VBP,NN,VB,Physiologic_Function,B,symptom,1,0,B,others,B
get,VB,VBP,PRP,NA,B,NA,0,0,B,others,B
it,PRP,VB,IN,NA,B,NA,0,0,B,others,B
while,IN,PRP,JJR,Idea_or_Concept,B,NA,4,15,B,others,B
older,JJR,IN,VB,NA,B,NA,0,0,B,others,B
be,VB,JJR,RB,NA,B,NA,0,0,B,others,B
very,RB,VB,JJ,Qualitative_Concept,B,NA,4,0,B,others,B
dangerous,JJ,RB,.,NA,B,NA,4,2,B,modifier,i
.,.,JJ,end,NA,B,NA,0,0,B,others,B
i,NN,start,VB,NA,B,NA,0,0,B,others,B
be,VB,NN,CD,NA,B,NA,0,0,B,others,B
32,CD,VB,.,NA,B,NA,0,0,B,others,B
.,.,CD,end,NA,B,NA,0,0,B,others,B
i,NN,start,VB,NA,B,NA,0,0,B,others,B
be,VB,NN,NN,NA,B,NA,0,0,B,others,B
work,NN,VB,IN,Finding,B,NA,0,0,B,others,B
in,IN,NN,DT,Finding,I,NA,0,0,B,others,B
a,DT,IN,NN,Qualitative_Concept,B,NA,0,0,B,others,B
warehouse,NN,DT,.,Manufactured_Object,B,NA,0,0,B,others,B
.,.,NN,end,NA,B,NA,0,0,B,others,B
one,CD,start,NN,Quantitative_Concept,B,NA,2,0,B,modifier,B
morning,NN,CD,NN,Temporal_Concept,B,NA,5,0,B,time,i
i,NN,NN,VBP,NA,B,NA,0,0,B,others,B
wake,VBP,NN,RB,Pharmacologic_Substance,B,NA,0,0,B,others,B
up,RB,VBP,CC,Pharmacologic_Substance,I,NA,0,0,B,others,B
and,CC,RB,VB,Finding,I,NA,4,0,B,others,B
discover,VB,CC,NN,Activity,B,NA,0,0,B,others,B
i,NN,VB,VB,NA,B,NA,0,0,B,others,B
be,VB,NN,VBN,NA,B,NA,0,0,B,others,B
cover,VBN,VB,IN,Medical_Device,B,device,0,0,B,others,B
in,IN,VBN,WP,Finding,I,NA,0,0,B,others,B
what,WP,IN,NN,NA,B,NA,0,0,B,others,B
i,NN,WP,VBP,NA,B,NA,0,0,B,others,B
presume,VBP,NN,VB,NA,B,NA,0,0,B,others,B
be,VB,VBP,VBN,NA,B,NA,0,0,B,others,B
chicken,VBN,VB,NN,Disease_or_Syndrome,B,disease,0,0,B,disease,B
pox,NN,VBN,.,Disease_or_Syndrome,I,disease,0,0,B,disease,i
.,.,NN,end,NA,B,NA,0,0,B,others,B
red,JJ,start,NN,Qualitative_Concept,B,NA,4,15,B,modifier,B
spot,NN,JJ,DT,Fish,B,NA,0,0,B,others,i
all,DT,NN,IN,Quantitative_Concept,B,NA,0,0,B,others,B
over,IN,DT,PRP$,Spatial_Concept,B,NA,0,0,B,others,B
my,PRP$,IN,NN,NA,B,NA,0,0,B,others,B
body,NN,PRP$,.,Anatomical_Structure,B,organ,2,0,B,organ,B
.,.,NN,end,NA,B,NA,0,0,B,others,B
as,IN,start,JJ,NA,B,NA,0,0,B,others,B
i,JJ,IN,VBP,NA,B,NA,0,0,B,others,B
recall,VBP,JJ,NN,Governmental_or_Regulatory_Activity,B,NA,0,0,B,others,B
i,NN,VBP,RB,NA,B,NA,0,0,B,others,B
only,RB,NN,VBP,Quantitative_Concept,B,NA,0,0,B,others,B
have,VBP,RB,RB,Qualitative_Concept,B,NA,0,0,B,others,B
about,RB,VBP,CD,Qualitative_Concept,B,NA,0,0,B,others,B
20,CD,RB,CC,NA,B,NA,0,0,B,others,B
or,CC,CD,CD,NA,B,NA,0,0,B,others,B
30,CD,CC,IN,NA,B,NA,0,0,B,others,B
of,IN,CD,PRP,NA,B,NA,0,0,B,others,B
them,PRP,IN,DT,NA,B,NA,4,0,B,others,B
all,DT,PRP,IN,Quantitative_Concept,B,NA,0,0,B,others,B
over,IN,DT,PRP,Spatial_Concept,B,NA,0,0,B,others,B
me,PRP,IN,CC,NA,B,NA,0,0,B,others,B
and,CC,PRP,VB,Finding,I,NA,4,0,B,others,B
i,VB,CC,VBP,NA,B,NA,0,0,B,others,B
remember,VBP,VB,VB,Mental_Process,B,NA,1,0,B,others,B
think,VB,VBP,PRP,Mental_Process,B,NA,4,8,B,others,B
it,PRP,VB,VB,NA,B,NA,0,0,B,others,B
be,VB,PRP,JJ,NA,B,NA,0,0,B,others,B
odd,JJ,VB,IN,NA,B,NA,4,8,B,modifier,B
because,IN,JJ,NN,NA,B,NA,0,0,B,others,B
i,NN,IN,VBP,NA,B,NA,0,0,B,others,B
have,VBP,NN,RB,Qualitative_Concept,B,NA,0,0,B,others,B
slightly,RB,VBP,VBN,Qualitative_Concept,B,NA,4,8,B,modifier,B
fever,VBN,RB,.,Finding,B,NA,1,0,B,symptom,i
.,.,VBN,end,NA,B,NA,0,0,B,others,B
they,PRP,start,VB,NA,B,NA,4,0,B,others,B
be,VB,PRP,VB,NA,B,NA,0,0,B,others,B
be,VB,VB,RB,NA,B,NA,0,0,B,others,B
slightly,RB,VB,JJ,Qualitative_Concept,B,NA,4,8,B,modifier,B
itchy,JJ,RB,.,Sign_or_Symptom,B,symptom,1,0,B,symptom,i
