word,pos,ontotag,onto-BIO,onto-predict,dict-tag,dict-score,dict-BIO
when,WRB,Qualitative_Concept,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
rest,VBP,Daily_or_Recreational_Activity,B,normal_activity,0,0,B
.,.,NA,B,NA,0,0,B
If,IN,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
take,VBP,Health_Care_Activity,B,medication,0,0,B
some,DT,Quantitative_Concept,B,NA,4,8,B
glyceryl,NN,Pharmacologic_Substance,B,NA,0,0,B
trinitrate,NN,Pharmacologic_Substance,I,NA,0,0,B
(,(,NA,B,NA,0,0,B
GTN,NNP,Pharmacologic_Substance,B,NA,0,0,B
),),NA,B,NA,0,0,B
it,PRP,NA,B,NA,0,0,B
go,VBP,NA,B,NA,0,0,B
within,IN,Spatial_Concept,B,NA,0,0,B
1,CD,Finding,B,NA,0,0,B
2,CD,Finding,I,NA,0,0,B
minutes.My,NN,NA,B,NA,0,0,B
MRI,NNP,Diagnostic_Procedure,B,NA,0,0,B
scan,JJ,Diagnostic_Procedure,I,NA,4,8,B
report,NN,Intellectual_Product,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
normal,JJ,Qualitative_Concept,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
','',NA,B,NA,0,0,B
],NN,NA,B,NA,0,0,B
[,NN,NA,B,NA,0,0,B
u'I,JJ,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
16,CD,NA,B,NA,0,0,B
years,NNS,Temporal_Concept,B,NA,5,0,B
old,JJ,Temporal_Concept,B,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
im,NN,NA,B,NA,0,0,B
in,IN,NA,B,NA,0,0,B
high,JJ,Manufactured_Object,B,NA,2,0,B
school,NN,Manufactured_Object,I,NA,0,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
get,VBP,NA,B,NA,0,0,B
distract,JJ,NA,B,NA,0,0,B
quite,RB,NA,B,NA,0,0,B
easily,RB,Qualitative_Concept,B,NA,4,5,B
and,CC,Idea_or_Concept,B,NA,2,0,B
sort,NN,Cell_Function,B,NA,0,0,B
of,IN,NA,B,NA,0,0,B
\'zone,NN,NA,B,NA,0,0,B
out\,NN,NA,B,NA,0,0,B
','',NA,B,NA,0,0,B
sometimes,RB,Temporal_Concept,B,NA,0,0,B
when,WRB,Temporal_Concept,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
teachers,NNS,Professional_or_Occupational_Group,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
talk,NN,Organism_Function,B,symptom,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
to,TO,NA,B,NA,0,0,B
\'snap,VB,NA,B,NA,0,0,B
myself,PRP,NA,B,NA,0,0,B
back,RB,Body_Location_or_Region,B,organ,1,0,B
into,IN,Functional_Concept,B,NA,1,0,I
reality\'.Recently,RB,NA,B,NA,0,0,B
ive,JJ,Eukaryote,B,NA,0,0,B
start,NN,Temporal_Concept,B,NA,0,0,B
to,TO,NA,B,NA,0,0,B
slur,VB,Finding,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
speech,NN,Organism_Function,B,symptom,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
sometmes,NNS,NA,B,NA,0,0,B
struggle,VBP,NA,B,NA,0,0,B
to,TO,NA,B,NA,0,0,B
say,VB,NA,B,NA,0,0,B
things,NNS,Entity,B,NA,4,8,B
and,CC,Idea_or_Concept,B,NA,2,0,B
string,VBG,Intellectual_Product,B,NA,4,8,B
logical,JJ,NA,B,NA,0,0,B
sentence,NN,Intellectual_Product,B,NA,0,0,B
together,RB,Qualitative_Concept,B,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
find,VB,Finding,B,NA,0,0,B
mysel,JJ,NA,B,NA,0,0,B
say,VBP,NA,B,NA,0,0,B
``,``,NA,B,NA,0,0,B
nervermind,JJ,NA,B,NA,0,0,B
'','',NA,B,NA,0,0,B
more,RBR,Functional_Concept,B,NA,0,0,B
often,RB,Temporal_Concept,B,NA,0,0,B
because,IN,NA,B,NA,0,0,B
of,IN,NA,B,NA,0,0,B
this,DT,Eukaryote,B,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
even,RB,NA,B,NA,0,0,B
sometimes,RB,Temporal_Concept,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
forget,VBP,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B
to,TO,NA,B,NA,0,0,B
breath,VB,Body_Substance,B,organ,1,0,B
so,RB,NA,B,NA,0,0,B
i,JJ,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
exacerbate,JJ,Finding,B,NA,4,7,B
halfway,NN,NA,B,NA,0,0,B
through,IN,Functional_Concept,B,NA,0,0,B
a,DT,NA,B,NA,0,0,B
sentence.My,JJ,NA,B,NA,0,0,B
average,NN,Quantitative_Concept,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
about,IN,Qualitative_Concept,B,NA,0,0,B
80,CD,NA,B,NA,0,0,B
%,NN,NA,B,NA,0,0,B
in,IN,NA,B,NA,0,0,B
school,NN,Manufactured_Object,I,NA,0,0,B
so,IN,NA,B,NA,0,0,B
i,NN,NA,B,NA,0,0,B
can,MD,Quantitative_Concept,B,NA,0,0,B
still,RB,NA,B,NA,0,0,B
concentrate,VB,Biomedical_or_Dental_Material,B,device,0,0,B
but,CC,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B
still,RB,NA,B,NA,0,0,B
feel,VBP,Mental_Process,B,NA,0,0,B
like,IN,Mental_Process,B,NA,0,0,B
i,NN,NA,B,NA,0,0,B
would,MD,NA,B,NA,0,0,B
absorb,VB,NA,B,NA,0,0,B
so,RB,NA,B,NA,0,0,B
much,RB,Quantitative_Concept,B,NA,0,0,B
more,JJR,Functional_Concept,B,NA,0,0,B
if,IN,NA,B,NA,0,0,B
im,VBN,NA,B,NA,0,0,B
on,IN,NA,B,NA,0,0,B
a,DT,NA,B,NA,0,0,B
concentration,NN,Mental_Process,B,NA,3,0,B
medication.Thank,NN,NA,B,NA,0,0,B
you,PRP,Typeofification,I,NA,0,0,B
for,IN,Qualitative_Concept,B,NA,0,0,B
all,DT,Quantitative_Concept,B,NA,0,0,B
help,NN,Intellectual_Product,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
','',NA,B,NA,0,0,B
],NN,NA,B,NA,0,0,B
[,NN,NA,B,NA,0,0,B
u'There,RB,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
a,DT,NA,B,NA,0,0,B
thick,NN,Qualitative_Concept,B,NA,4,7,B
",",",",NA,B,NA,0,0,B
gray,JJ,Quantitative_Concept,B,NA,0,0,B
coat,NN,Quantitative_Concept,B,NA,0,0,B
on,IN,NA,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
throat,NN,Sign_or_Symptom,I,symptom,3,0,I
and,CC,Idea_or_Concept,B,NA,2,0,B
tonsils.I,NN,NA,B,NA,2,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
a,DT,NA,B,NA,0,0,B
fever,NN,Sign_or_Symptom,B,symptom,1,0,B
",",",",NA,B,NA,0,0,B
chill,NN,Sign_or_Symptom,I,symptom,1,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
swell,VBN,Pathologic_Function,B,NA,1,0,B
glands,NNS,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
in,IN,Quantitative_Concept,I,NA,0,0,B
the,DT,NA,B,NA,0,0,B
neck,NN,Body_Location_or_Region,B,organ,2,0,B
",",",",NA,B,NA,0,0,B
a,DT,NA,B,NA,0,0,B
loud,NN,Qualitative_Concept,B,NA,0,0,B
",",",",NA,B,NA,0,0,B
bark,JJ,Finding,B,NA,0,0,B
cough,NN,Finding,I,NA,1,0,B
",",",",NA,B,NA,0,0,B
a,DT,NA,B,NA,0,0,B
sore,NN,Sign_or_Symptom,B,symptom,3,0,B
throat,NN,Sign_or_Symptom,I,symptom,3,0,I
",",",",NA,B,NA,0,0,B
bluish,JJ,NA,B,NA,0,0,B
skin,NN,Body_System,B,organ,2,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
drool,NN,Sign_or_Symptom,B,symptom,3,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
difficulty,NN,Finding,B,NA,4,3,B
breathe,NN,Physiologic_Function,B,symptom,1,0,B
or,CC,NA,B,NA,0,0,B
swallow,NN,Functional_Concept,B,NA,1,0,B
",",",",NA,B,NA,0,0,B
change,NN,Quantitative_Concept,B,NA,0,0,B
in,IN,Quantitative_Concept,I,NA,0,0,B
vision,NN,Organism_Function,B,symptom,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
slur,NN,Finding,B,NA,0,0,B
speech,NN,Finding,I,NA,0,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
pale,JJ,Sign_or_Symptom,B,symptom,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
cold,JJ,Natural_Phenomenon_or_Process,B,NA,0,0,B
skin,NN,Body_System,B,organ,2,0,B
.,.,NA,B,NA,0,0,B
','',NA,B,NA,0,0,B
],NN,NA,B,NA,0,0,B
[,NN,NA,B,NA,0,0,B
u,NN,NA,B,NA,0,0,B
'','',NA,B,NA,0,0,B
Pain,NN,Sign_or_Symptom,B,symptom,0,0,B
in,IN,NA,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
upper,JJ,Spatial_Concept,B,NA,0,0,B
tummy,NN,NA,B,NA,0,0,B
(,(,NA,B,NA,0,0,B
abdomen,NNS,Body_Location_or_Region,B,organ,2,0,B
),),NA,B,NA,0,0,B
just,RB,NA,B,NA,0,0,B
below,IN,Spatial_Concept,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
breastbone,NN,Body_Part_Organ_or_Organ_Component,B,organ,0,0,B
be,VB,Sign_or_Symptom,B,symptom,0,0,B
happen,VBN,Activity,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
It,PRP,NA,B,NA,0,0,B
usually,RB,Intellectual_Product,B,NA,4,6,B
come,VBP,Finding,B,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
go,VBP,Finding,I,NA,0,0,B
.,.,NA,B,NA,0,0,B
It,PRP,NA,B,NA,0,0,B
be,VB,Sign_or_Symptom,B,symptom,0,0,B
ease,JJ,Mental_Process,B,NA,0,0,B
if,IN,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
take,VBP,Health_Care_Activity,B,medication,0,0,B
antacid,JJ,Pharmacologic_Substance,B,NA,0,0,B
tablets,NNS,Biomedical_or_Dental_Material,B,device,0,0,B
.,.,NA,B,NA,0,0,B
Sometimes,RB,Temporal_Concept,B,NA,0,0,B
food,NN,Food,B,food,0,0,B
make,VBP,Functional_Concept,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
pain,NN,Sign_or_Symptom,B,symptom,1,0,B
worse,NN,Finding,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
The,DT,NA,B,NA,0,0,B
pain,NN,Sign_or_Symptom,B,symptom,1,0,B
be,VB,Sign_or_Symptom,B,symptom,0,0,B
also,RB,NA,B,NA,0,0,B
wake,VB,Temporal_Concept,B,NA,0,0,B
me,PRP,NA,B,NA,0,0,B
up,RP,NA,B,NA,0,0,B
from,IN,Qualitative_Concept,B,NA,0,0,B
sleep.I,NN,NA,B,NA,1,0,B
loose,JJ,Qualitative_Concept,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
appetite,NN,Organism_Function,B,symptom,0,0,B
",",",",NA,B,NA,0,0,B
bloat,NN,Sign_or_Symptom,B,symptom,4,7,B
",",",",NA,B,NA,0,0,B
retch,NN,Sign_or_Symptom,B,symptom,4,7,B
",",",",NA,B,NA,0,0,B
feel,VB,Sign_or_Symptom,B,symptom,0,0,B
sick,JJ,Sign_or_Symptom,I,symptom,1,0,B
(,(,NA,B,NA,0,0,B
nausea,NN,Sign_or_Symptom,B,symptom,1,0,B
),),NA,B,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
be,VB,Sign_or_Symptom,B,symptom,0,0,B
sick,JJ,Sign_or_Symptom,I,symptom,1,0,B
(,(,NA,B,NA,0,0,B
vomit,NN,Body_Substance,B,organ,1,0,B
),),NA,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
be,VB,Sign_or_Symptom,B,symptom,0,0,B
feel,VBN,Sign_or_Symptom,B,symptom,0,0,B
particularly,RB,NA,B,NA,4,8,B
'full,POS,NA,B,NA,0,0,B
','',NA,B,NA,0,0,B
after,IN,Temporal_Concept,B,NA,0,0,B
a,DT,Temporal_Concept,I,NA,0,0,B
meal.I,NN,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
more,JJR,Functional_Concept,B,NA,0,0,B
issue,NN,Intellectual_Product,B,NA,2,0,B
such,JJ,NA,B,NA,0,0,B
as,IN,NA,B,NA,0,0,B
belch,NN,Sign_or_Symptom,B,symptom,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
chest,NN,Sign_or_Symptom,B,symptom,2,0,B
pain.Sometimes,NNS,NA,B,NA,0,0,B
it,PRP,NA,B,NA,0,0,B
be,VB,Sign_or_Symptom,B,symptom,0,0,B
like,IN,Mental_Process,B,NA,0,0,B
heart,NN,Sign_or_Symptom,B,symptom,3,0,B
burn,NN,Sign_or_Symptom,I,symptom,3,0,I
.,.,NA,B,NA,0,0,B
'','',NA,B,NA,0,0,B
],NN,NA,B,NA,0,0,B
[,JJ,NA,B,NA,0,0,B
u'My,JJ,NA,B,NA,0,0,B
fiance,NN,Family_Group,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
to,TO,NA,B,NA,0,0,B
babysit,VB,Population_Group,B,NA,0,0,B
her,PRP$,Fish,B,NA,0,0,B
nieces,NNS,Finding,B,NA,0,0,B
and,CC,Finding,I,NA,5,0,I
nephews,NNS,Finding,I,NA,0,0,B
today,NN,Organic_Chemical,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
One,CD,Quantitative_Concept,B,NA,0,0,B
of,IN,NA,B,NA,0,0,B
them,PRP,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
chicken,NN,Disease_or_Syndrome,B,disease,0,0,B
pox,NN,Disease_or_Syndrome,I,disease,0,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
hear,VBP,Physiologic_Function,B,symptom,2,0,B
get,VB,NA,B,NA,2,0,I
it,PRP,NA,B,NA,0,0,B
while,IN,Idea_or_Concept,B,NA,0,0,B
older,JJR,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
very,RB,Qualitative_Concept,B,NA,4,0,B
dangerous,JJ,NA,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
32,CD,NA,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
work,VBN,Finding,B,NA,0,0,B
in,IN,Finding,I,NA,0,0,B
a,DT,Qualitative_Concept,B,NA,0,0,B
warehouse,NN,Manufactured_Object,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
One,CD,Quantitative_Concept,B,NA,0,0,B
morning,NN,Temporal_Concept,B,NA,5,0,B
I,PRP,NA,B,NA,0,0,B
wake,VBP,Pharmacologic_Substance,B,NA,0,0,B
up,RB,Pharmacologic_Substance,I,NA,0,0,B
and,CC,Finding,I,NA,5,0,I
discover,VB,Activity,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
cover,VBN,Medical_Device,B,device,0,0,B
in,IN,Finding,I,NA,0,0,B
what,WP,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
presume,VBP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
chicken,VBN,Disease_or_Syndrome,B,disease,0,0,B
pox,NN,Disease_or_Syndrome,I,disease,0,0,B
.,.,NA,B,NA,0,0,B
Red,JJ,Qualitative_Concept,B,NA,0,0,B
spot,NN,Fish,B,NA,0,0,B
all,DT,Quantitative_Concept,B,NA,0,0,B
over,IN,Spatial_Concept,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
body,NN,Anatomical_Structure,B,organ,2,0,B
.,.,NA,B,NA,0,0,B
As,IN,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
recall,VBP,Governmental_or_Regulatory_Activity,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
only,RB,Quantitative_Concept,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
about,RB,Qualitative_Concept,B,NA,0,0,B
20,CD,NA,B,NA,0,0,B
or,CC,NA,B,NA,0,0,B
30,CD,NA,B,NA,0,0,B
of,IN,NA,B,NA,0,0,B
them,PRP,NA,B,NA,0,0,B
all,DT,Quantitative_Concept,B,NA,0,0,B
over,IN,Spatial_Concept,B,NA,0,0,B
me,PRP,NA,B,NA,0,0,B
",",",",NA,B,NA,0,0,B
and,CC,Finding,I,NA,5,0,I
I,PRP,NA,B,NA,0,0,B
remember,VBP,Mental_Process,B,NA,1,0,B
think,VB,Mental_Process,B,NA,4,8,B
it,PRP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
odd,JJ,NA,B,NA,4,8,B
because,IN,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
slightly,RB,Qualitative_Concept,B,NA,4,8,B
fever.They,VBN,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
slightly,RB,Qualitative_Concept,B,NA,4,8,B
itchy,JJ,Sign_or_Symptom,B,symptom,0,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
lose,VBP,NA,B,NA,1,0,B
my,PRP$,NA,B,NA,0,0,B
appetite,NN,Organism_Function,B,symptom,1,0,I
and,CC,Finding,I,NA,5,0,I
I,PRP,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
caughing,VBG,NA,B,NA,0,0,B
and,CC,Finding,I,NA,5,0,I
sneeze,NN,Finding,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
','',NA,B,NA,0,0,B
",",",",NA,B,NA,0,0,B
u'Never,WDT,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
chicken,NN,Disease_or_Syndrome,B,disease,0,0,B
pox,NN,Disease_or_Syndrome,I,disease,0,0,B
as,IN,NA,B,NA,0,0,B
a,DT,Qualitative_Concept,B,NA,0,0,B
kid,NN,Family_Group,B,NA,0,0,B
and,CC,Finding,I,NA,5,0,I
start,VB,Temporal_Concept,B,NA,0,0,B
get,VB,NA,B,NA,2,0,I
severely,RB,Qualitative_Concept,B,NA,4,2,B
itchy,JJ,Sign_or_Symptom,B,symptom,0,0,B
about,IN,Qualitative_Concept,B,NA,0,0,B
3,CD,Temporal_Concept,B,NA,0,0,B
weeks,NNS,Temporal_Concept,I,NA,5,0,B
back,RB,Body_Location_or_Region,B,organ,2,0,B
.,.,NA,B,NA,0,0,B
Originally,RB,NA,B,NA,0,0,B
just,RB,NA,B,NA,0,0,B
think,VB,Mental_Process,B,NA,4,8,B
I,PRP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
a,DT,Qualitative_Concept,B,NA,0,0,B
reaction,NN,Functional_Concept,B,NA,0,0,B
to,TO,NA,B,NA,0,0,B
something,NN,NA,B,NA,0,0,B
",",",",NA,B,NA,0,0,B
but,CC,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B
start,VBP,Temporal_Concept,B,NA,0,0,B
to,TO,NA,B,NA,0,0,B
get,VB,NA,B,NA,2,0,I
a,DT,Qualitative_Concept,B,NA,0,0,B
lot,NN,Qualitative_Concept,I,NA,0,0,B
of,IN,NA,B,NA,0,0,B
rashes,NNS,Sign_or_Symptom,B,symptom,1,0,B
",",",",NA,B,NA,0,0,B
and,CC,Finding,I,NA,5,0,I
then,RB,Temporal_Concept,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
spot,NN,Fish,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
But,CC,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B
new,JJ,Qualitative_Concept,B,NA,0,0,B
round,NN,Spatial_Concept,B,NA,0,0,B
of,IN,NA,B,NA,0,0,B
spot,NN,Fish,B,NA,0,0,B
start,NN,Temporal_Concept,B,NA,0,0,B
to,TO,NA,B,NA,0,0,B
come,VB,Organic_Chemical,B,NA,0,0,B
",",",",NA,B,NA,0,0,B
include,VB,Idea_or_Concept,B,NA,0,0,B
even,RB,NA,B,NA,0,0,B
this,DT,Eukaryote,B,NA,0,0,B
past,JJ,Temporal_Concept,B,NA,0,0,B
weekend,NN,Temporal_Concept,B,NA,0,0,B
",",",",NA,B,NA,0,0,B
thankfully,RB,NA,B,NA,0,0,B
after,IN,Temporal_Concept,B,NA,0,0,B
a,DT,Qualitative_Concept,B,NA,0,0,B
few,JJ,Temporal_Concept,B,NA,4,8,B
days,NNS,Temporal_Concept,I,NA,5,0,B
those,DT,NA,B,NA,0,0,B
seem,VBP,NA,B,NA,0,0,B
to,TO,NA,B,NA,0,0,B
have,VB,Qualitative_Concept,B,NA,0,0,B
crust,VBN,Acquired_Abnormality,B,NA,0,0,B
out,RP,Spatial_Concept,B,NA,3,0,B
.,.,NA,B,NA,0,0,B
Tried,VBN,NA,B,NA,0,0,B
to,TO,NA,B,NA,0,0,B
go,VB,NA,B,NA,0,0,B
back,RB,Body_Location_or_Region,B,organ,2,0,B
to,TO,NA,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
uni,JJ,Functional_Concept,B,NA,0,0,B
today,NN,Organic_Chemical,B,NA,0,0,B
to,TO,NA,B,NA,0,0,B
get,VB,NA,B,NA,2,0,I
outside,JJ,Spatial_Concept,B,NA,0,0,B
and,CC,Finding,I,NA,5,0,I
meet,VB,Phenomenon_or_Process,B,NA,0,0,B
a,DT,Qualitative_Concept,B,NA,0,0,B
friend,NN,Population_Group,B,NA,0,0,B
from,IN,Qualitative_Concept,B,NA,0,0,B
lunch,NN,Daily_or_Recreational_Activity,B,normal_activity,0,0,B
.,.,NA,B,NA,0,0,B
Hit,NN,Functional_Concept,B,NA,0,0,B
with,IN,Qualitative_Concept,B,NA,0,0,B
MAJOR,NNP,Qualitative_Concept,B,NA,0,0,B
exhaustion,NN,Sign_or_Symptom,B,symptom,0,0,B
about,IN,Qualitative_Concept,B,NA,0,0,B
an,DT,NA,B,NA,0,0,B
hour,NN,Temporal_Concept,B,NA,5,0,B
into,IN,Functional_Concept,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
bus,NN,Manufactured_Object,B,NA,0,0,B
ride,NN,NA,B,NA,0,0,B
",",",",NA,B,NA,0,0,B
and,CC,Finding,I,NA,5,0,I
also,RB,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
experience,VBN,Mental_Process,B,NA,0,0,B
extreme,JJ,Qualitative_Concept,B,NA,0,0,B
nausea,NN,Sign_or_Symptom,B,symptom,1,0,B
yesterday,NN,NA,B,NA,5,0,B
and,CC,Finding,I,NA,5,0,I
all,DT,Quantitative_Concept,B,NA,0,0,B
of,IN,NA,B,NA,0,0,B
today,NN,Organic_Chemical,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
Lying,VBG,Spatial_Concept,B,NA,0,0,B
in,IN,Finding,I,NA,0,0,B
bed,NN,Spatial_Concept,I,NA,0,0,B
and,CC,Finding,I,NA,5,0,I
feel,VB,Mental_Process,B,NA,0,0,B
alot,NN,NA,B,NA,0,0,B
of,IN,NA,B,NA,0,0,B
nausea,NN,Sign_or_Symptom,B,symptom,1,0,B
and,CC,Finding,I,NA,5,0,I
fatigue,NN,Sign_or_Symptom,B,symptom,3,0,B
and,CC,Finding,I,NA,5,0,I
fever,NN,Finding,B,NA,1,0,B
.,.,NA,B,NA,0,0,B
','',NA,B,NA,0,0,B
],NN,NA,B,NA,0,0,B
[,NN,NA,B,NA,0,0,B
u'I,JJ,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
feel,VBN,Mental_Process,B,NA,0,0,B
abdominal,JJ,Sign_or_Symptom,B,symptom,1,0,B
pain,NN,Sign_or_Symptom,I,symptom,1,0,I
",",",",NA,B,NA,0,0,B
just,RB,NA,B,NA,0,0,B
below,IN,Spatial_Concept,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
rib,NN,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
.,.,NA,B,NA,0,0,B
It,PRP,NA,B,NA,0,0,B
usually,RB,Intellectual_Product,B,NA,4,6,B
build,VBP,Conceptual_Entity,B,NA,4,7,B
up,RP,NA,B,NA,0,0,B
quickly,RB,NA,B,NA,0,0,B
(,(,NA,B,NA,0,0,B
over,IN,Spatial_Concept,B,NA,0,0,B
a,DT,NA,B,NA,0,0,B
few,JJ,Temporal_Concept,B,NA,4,8,B
hours,NNS,Temporal_Concept,I,NA,5,0,B
),),NA,B,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
last,JJ,Qualitative_Concept,B,NA,4,10,B
for,IN,Qualitative_Concept,B,NA,0,0,B
several,JJ,Finding,B,NA,4,2,B
days,NNS,Finding,I,NA,5,0,B
.,.,NA,B,NA,0,0,B
The,DT,NA,B,NA,0,0,B
pain,NN,Sign_or_Symptom,I,symptom,1,0,I
sometimes,RB,Temporal_Concept,B,NA,0,0,B
become,VB,NA,B,NA,0,0,B
severe,JJ,Qualitative_Concept,B,NA,4,2,B
and,CC,Idea_or_Concept,B,NA,2,0,B
be,VB,NA,B,NA,0,0,B
typically,RB,NA,B,NA,0,0,B
felt,VBN,NA,B,NA,0,0,B
spread,NN,Qualitative_Concept,B,NA,4,7,B
through,IN,Functional_Concept,B,NA,0,0,B
to,TO,Functional_Concept,I,NA,0,0,B
the,DT,NA,B,NA,0,0,B
back,NN,Body_Location_or_Region,B,organ,2,0,B
.,.,NA,B,NA,0,0,B
The,DT,NA,B,NA,0,0,B
pain,NN,Sign_or_Symptom,I,symptom,1,0,I
be,VB,NA,B,NA,0,0,B
aggravate,VBN,Finding,B,NA,4,7,B
by,IN,Finding,I,NA,0,0,B
eat,NN,Organism_Function,B,symptom,4,9,B
and,CC,Idea_or_Concept,B,NA,2,0,B
slowly,RB,Qualitative_Concept,B,NA,0,0,B
grow,VB,NA,B,NA,0,0,B
worse.I,NNS,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
kidney,VBN,Sign_or_Symptom,B,symptom,2,0,B
problems.Sometimes,NNS,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
vomit,VBP,Body_Substance,B,organ,1,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
temperature,VBP,Quantitative_Concept,B,NA,0,0,B
rise,NN,Plant,B,NA,4,7,B
suddenly.I,NNS,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
