word,pos,prepos,nxtpos,ontotag,onto-BIO,onto-predict,dict-tag,dict-score,dict-BIO,tag,bio
movable,JJ,JJ,NN,NA,B,NA,1,0,B,na,B
<,NN,JJ,CD,NA,B,NA,0,0,B,na,B
1,CD,NN,.,NA,B,NA,0,0,B,na,B
.,.,CD,end,NA,B,NA,0,0,B,na,B
5,CD,start,NN,NA,B,NA,0,0,B,na,B
cm,NN,CD,IN,NA,B,NA,4,12,I,na,B
in,IN,NN,DT,NA,B,NA,0,0,B,na,B
the,DT,IN,NN,NA,B,NA,4,0,B,na,B
groin,NN,DT,RB,Body_Location_or_Region,B,organ,2,0,B,na,B
probably,RB,NN,RB,Idea_or_Concept,B,NA,0,0,B,na,B
not,RB,RB,VB,Finding,B,NA,4,5,B,na,B
grow,VB,RB,RB,NA,B,NA,0,0,B,na,B
i,RB,VB,VB,NA,B,NA,0,0,B,na,B
be,VB,RB,RB,NA,B,NA,0,0,B,na,B
not,RB,VB,JJ,Finding,B,NA,4,5,B,na,B
sure,JJ,RB,IN,Finding,I,NA,0,0,B,na,B
because,IN,JJ,NN,NA,B,NA,0,0,B,na,B
i,NN,IN,VBP,NA,B,NA,0,0,B,na,B
have,VBP,NN,DT,Qualitative_Concept,B,NA,0,0,B,na,B
a,DT,VBP,JJ,Intellectual_Product,I,NA,0,0,B,na,B
few,JJ,DT,NN,Quantitative_Concept,B,NA,4,8,B,na,B
growth,NN,JJ,NN,Organism_Function,B,symptom,0,0,B,na,B
spurt,NN,NN,IN,NA,B,NA,0,0,B,na,B
during,IN,NN,DT,Temporal_Concept,B,NA,0,0,B,na,B
this,DT,IN,NN,Eukaryote,B,NA,4,0,B,na,B
time,NN,DT,CC,Temporal_Concept,B,NA,5,0,B,na,B
and,CC,NN,PRP,Idea_or_Concept,B,NA,4,0,B,na,B
it,PRP,CC,VB,NA,B,NA,0,0,B,na,B
be,VB,PRP,JJ,NA,B,NA,0,0,B,na,B
normal,JJ,VB,IN,Qualitative_Concept,B,NA,4,6,B,na,B
for,IN,JJ,PRP,Qualitative_Concept,B,NA,0,0,B,na,B
them,PRP,IN,TO,NA,B,NA,4,0,B,na,B
to,TO,PRP,VB,NA,B,NA,0,0,B,na,B
grow,VB,TO,DT,NA,B,NA,0,0,B,na,B
a,DT,VB,JJ,Intellectual_Product,I,NA,0,0,B,na,B
little,JJ,DT,NN,Intellectual_Product,I,NA,4,4,B,na,B
bite,NN,JJ,RB,Injury_or_Poisoning,B,injury,0,0,B,na,B
respectively,RB,NN,IN,NA,B,NA,0,0,B,na,B
with,IN,RB,PRP$,Qualitative_Concept,B,NA,4,0,B,na,B
my,PRP$,IN,NN,NA,B,NA,0,0,B,na,B
body,NN,PRP$,.,Anatomical_Structure,B,organ,2,0,B,na,B
.,.,NN,end,NA,B,NA,0,0,B,na,B
they,PRP,start,VBP,NA,B,NA,4,0,B,na,B
do,VBP,PRP,RB,Finding,B,NA,0,0,B,na,B
not,RB,VBP,VB,Finding,B,NA,4,5,B,na,B
cause,VB,RB,PRP,Conceptual_Entity,B,NA,0,0,B,na,B
me,PRP,VB,DT,NA,B,NA,0,0,B,na,B
any,DT,PRP,NN,Qualitative_Concept,B,NA,0,0,B,na,B
pain,NN,DT,CC,Sign_or_Symptom,B,symptom,1,0,B,na,B
and,CC,NN,IN,Idea_or_Concept,B,NA,4,0,B,na,B
since,IN,CC,NN,Temporal_Concept,B,NA,0,0,B,na,B
i,NN,IN,VBP,NA,B,NA,0,0,B,na,B
find,VBP,NN,PRP,Finding,B,NA,0,0,B,na,B
them,PRP,VBP,VBP,NA,B,NA,4,0,B,na,B
i,VBP,PRP,RB,NA,B,NA,0,0,B,na,B
really,RB,VBP,VBP,NA,B,NA,0,0,B,na,B
have,VBP,RB,RB,Qualitative_Concept,B,NA,0,0,B,na,B
not,RB,VBP,VB,Finding,B,NA,4,5,B,na,B
pay,VB,RB,JJ,Quantitative_Concept,B,NA,0,0,B,na,B
much,JJ,VB,NN,Quantitative_Concept,B,NA,0,0,B,na,B
attention,NN,JJ,TO,Mental_Process,B,NA,0,0,B,na,B
to,TO,NN,PRP,NA,B,NA,0,0,B,na,B
them,PRP,TO,IN,NA,B,NA,4,0,B,na,B
until,IN,PRP,RB,Intellectual_Product,B,NA,0,0,B,na,B
now,RB,IN,.,Temporal_Concept,B,NA,0,0,B,na,B
.,.,RB,end,NA,B,NA,0,0,B,na,B
to,TO,start,VB,NA,B,NA,0,0,B,na,B
be,VB,TO,JJ,NA,B,NA,0,0,B,na,B
sure,JJ,VB,NNS,Finding,I,NA,0,0,B,na,B
i,NNS,JJ,VBP,NA,B,NA,0,0,B,na,B
have,VBP,NNS,DT,Qualitative_Concept,B,NA,0,0,B,na,B
a,DT,VBP,JJ,Intellectual_Product,I,NA,0,0,B,na,B
full,JJ,DT,NN,Qualitative_Concept,B,NA,0,0,B,na,B
blood,NN,JJ,CC,Finding,B,NA,2,0,B,na,B
and,CC,NN,JJ,Idea_or_Concept,B,NA,4,0,B,na,B
urine,JJ,CC,JJ,Finding,I,NA,6,3,B,na,B
scan,JJ,JJ,CC,Diagnostic_Procedure,B,NA,6,3,I,na,B
and,CC,JJ,NN,Idea_or_Concept,B,NA,4,0,B,na,B
everything,NN,CC,VBP,NA,B,NA,0,0,B,na,B
come,VBP,NN,RB,Organic_Chemical,B,NA,0,0,B,na,B
back,RB,VBP,RB,Body_Location_or_Region,B,organ,4,1,B,na,B
perfectly,RB,RB,JJ,NA,B,NA,0,0,B,na,B
fine,JJ,RB,.,Qualitative_Concept,B,NA,4,9,B,na,B
.,.,JJ,end,NA,B,NA,0,0,B,na,B
there,RB,start,VB,NA,B,NA,4,0,B,na,B
be,VB,RB,DT,NA,B,NA,0,0,B,na,B
no,DT,VB,NN,Qualitative_Concept,B,NA,0,0,B,na,B
history,NN,DT,IN,Qualitative_Concept,I,NA,0,0,B,na,B
of,IN,NN,NN,Qualitative_Concept,I,NA,0,0,B,na,B
lymphoma,NN,IN,IN,Neoplastic_Process,B,disease,0,0,B,na,B
in,IN,NN,PRP$,NA,B,NA,0,0,B,na,B
my,PRP$,IN,NN,NA,B,NA,0,0,B,na,B
family,NN,PRP$,CC,Family_Group,B,NA,0,0,B,na,B
and,CC,NN,NN,Idea_or_Concept,B,NA,4,0,B,na,B
yep.,NN,CC,``,NA,B,NA,0,0,B,na,B
``,``,NN,NN,NA,B,NA,0,0,B,na,B
],NN,``,end,NA,B,NA,0,0,B,na,B
[,JJ,start,NN,NA,B,NA,0,0,B,na,B
hello,NN,JJ,EX,NA,B,NA,0,0,B,na,B
there,EX,NN,IN,NA,B,NA,4,0,B,na,B
for,IN,EX,DT,Qualitative_Concept,B,NA,0,0,B,na,B
the,DT,IN,JJ,NA,B,NA,4,0,B,na,B
last,JJ,DT,JJ,Qualitative_Concept,B,NA,4,10,B,na,B
few,JJ,JJ,NNS,Quantitative_Concept,B,NA,4,8,B,na,B
months,NNS,JJ,PRP$,Temporal_Concept,B,NA,5,0,B,na,B
my,PRP$,NNS,NN,NA,B,NA,0,0,B,na,B
son,NN,PRP$,VB,Family_Group,B,NA,4,12,B,na,B
be,VB,NN,JJ,NA,B,NA,0,0,B,na,B
act,JJ,VB,RB,Idea_or_Concept,B,NA,0,0,B,na,B
very,RB,JJ,JJ,Qualitative_Concept,B,NA,4,0,B,na,B
strange,JJ,RB,.,NA,B,NA,4,8,B,na,B
.,.,JJ,end,NA,B,NA,0,0,B,na,B
he,PRP,start,VB,NA,B,NA,0,0,B,na,B
forget,VB,PRP,JJ,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B,na,B
many,JJ,VB,JJ,Quantitative_Concept,B,NA,4,12,B,na,B
important,JJ,JJ,NNS,Qualitative_Concept,B,NA,0,0,B,na,B
things,NNS,JJ,IN,Entity,B,NA,4,8,B,na,B
like,IN,NNS,NN,Mental_Process,B,NA,0,0,B,na,B
phone,NN,IN,NN,Conceptual_Entity,B,NA,0,0,B,na,B
number,NN,NN,WDT,Conceptual_Entity,I,NA,0,0,B,na,B
which,WDT,NN,PRP,NA,B,NA,0,0,B,na,B
he,PRP,WDT,VBZ,NA,B,NA,0,0,B,na,B
use,VBZ,PRP,TO,Functional_Concept,B,NA,0,0,B,na,B
to,TO,VBZ,VB,NA,B,NA,0,0,B,na,B
remember,VB,TO,.,Mental_Process,B,NA,1,0,B,na,B
.,.,VB,end,NA,B,NA,0,0,B,na,B
new,JJ,start,NN,Qualitative_Concept,B,NA,0,0,B,na,B
surround,NN,JJ,CC,Spatial_Concept,B,NA,0,0,B,na,B
and,CC,NN,JJ,Idea_or_Concept,B,NA,4,0,B,na,B
new,JJ,CC,NNS,Qualitative_Concept,B,NA,0,0,B,na,B
people,NNS,JJ,VB,Population_Group,B,NA,0,0,B,na,B
be,VB,NNS,RB,NA,B,NA,0,0,B,na,B
confuse,RB,VB,PRP,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B,na,B
him,PRP,RB,IN,NA,B,NA,0,0,B,na,B
as,IN,PRP,PRP,NA,B,NA,0,0,B,na,B
we,PRP,IN,VBP,NA,B,NA,0,0,B,na,B
have,VBP,PRP,VBN,Qualitative_Concept,B,NA,0,0,B,na,B
move,VBN,VBP,IN,Organism_Function,B,symptom,0,0,B,na,B
into,IN,VBN,DT,Functional_Concept,B,NA,0,0,B,na,B
a,DT,IN,JJ,NA,B,NA,0,0,B,na,B
new,JJ,DT,NN,Qualitative_Concept,B,NA,0,0,B,na,B
town,NN,JJ,.,Geographic_Area,B,NA,0,0,B,na,B
.,.,NN,end,NA,B,NA,0,0,B,na,B
he,PRP,start,VB,NA,B,NA,0,0,B,na,B
be,VB,PRP,RB,NA,B,NA,0,0,B,na,B
easily,RB,VB,NN,Qualitative_Concept,B,NA,4,5,B,na,B
irritate,NN,RB,.,NA,B,NA,0,0,B,na,B
.,.,NN,end,NA,B,NA,0,0,B,na,B
he,PRP,start,VBP,NA,B,NA,0,0,B,na,B
say,VBP,PRP,IN,NA,B,NA,0,0,B,na,B
that,IN,VBP,PRP,NA,B,NA,4,0,B,na,B
he,PRP,IN,VB,NA,B,NA,0,0,B,na,B
be,VB,PRP,JJ,NA,B,NA,0,0,B,na,B
frustrate,JJ,VB,CC,NA,B,NA,0,0,B,na,B
and,CC,JJ,NN,Idea_or_Concept,B,NA,4,0,B,na,B
depress,NN,CC,.,Finding,B,NA,1,0,B,na,B
.,.,NN,end,NA,B,NA,0,0,B,na,B
suddenly,RB,start,PRP,Finding,B,NA,0,0,B,na,B
he,PRP,RB,VB,NA,B,NA,0,0,B,na,B
be,VB,PRP,RB,NA,B,NA,0,0,B,na,B
not,RB,VB,VB,Functional_Concept,B,NA,4,5,B,na,B
take,VB,RB,NN,Health_Care_Activity,B,medication,0,0,B,na,B
bath,NN,VB,IN,Therapeutic_or_Preventive_Procedure,B,medication,0,0,B,na,B
for,IN,NN,NNS,Qualitative_Concept,B,NA,0,0,B,na,B
weeks,NNS,IN,.,Temporal_Concept,B,NA,5,0,B,na,B
.,.,NNS,end,NA,B,NA,0,0,B,na,B
if,IN,start,JJ,NA,B,NA,0,0,B,na,B
i,JJ,IN,VBP,NA,B,NA,0,0,B,na,B
ask,VBP,JJ,PRP,NA,B,NA,0,0,B,na,B
him,PRP,VBP,IN,NA,B,NA,0,0,B,na,B
about,IN,PRP,PRP,Qualitative_Concept,B,NA,0,0,B,na,B
it,PRP,IN,PRP,NA,B,NA,0,0,B,na,B
he,PRP,PRP,VB,NA,B,NA,0,0,B,na,B
say,VB,PRP,PRP,NA,B,NA,0,0,B,na,B
he,PRP,VB,VB,NA,B,NA,0,0,B,na,B
forget,VB,PRP,.,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B,na,B
!,.,VB,.,NA,B,NA,0,0,B,na,B
!,.,.,.,NA,B,NA,0,0,B,na,B
!,.,.,end,NA,B,NA,0,0,B,na,B
can,MD,start,NN,Quantitative_Concept,B,NA,4,8,B,na,B
anyone,NN,MD,VB,NA,B,NA,0,0,B,na,B
help,VB,NN,PRP,Qualitative_Concept,B,NA,0,0,B,na,B
me,PRP,VB,IN,NA,B,NA,0,0,B,na,B
about,IN,PRP,NN,Qualitative_Concept,B,NA,0,0,B,na,B
it.,NN,IN,'',NA,B,NA,0,0,B,na,B
','',NN,NN,NA,B,NA,0,0,B,na,B
],NN,'',end,NA,B,NA,0,0,B,na,B
[,JJ,start,NN,NA,B,NA,0,0,B,na,B
hi,NN,JJ,NN,NA,B,NA,0,0,B,na,B
i,NN,NN,VB,NA,B,NA,0,0,B,na,B
be,VB,NN,RB,NA,B,NA,0,0,B,na,B
usually,RB,VB,JJ,Intellectual_Product,B,NA,4,6,B,na,B
allergic,JJ,RB,TO,Functional_Concept,B,NA,3,0,B,na,B
to,TO,JJ,NN,NA,B,NA,0,0,B,na,B
house,NN,TO,NN,Eukaryote,B,NA,0,0,B,na,B
dust,NN,NN,NN,Eukaryote,I,NA,0,0,B,na,B
mite,NN,NN,CC,Eukaryote,I,NA,0,0,B,na,B
and,CC,NN,NN,Idea_or_Concept,B,NA,4,0,B,na,B
fur,NN,CC,CC,Manufactured_Object,B,NA,0,0,B,na,B
or,CC,NN,NN,NA,B,NA,0,0,B,na,B
hair,NN,CC,.,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B,na,B
.,.,NN,end,NA,B,NA,0,0,B,na,B
from,IN,start,NN,Qualitative_Concept,B,NA,0,0,B,na,B
yesterday,NN,IN,PRP$,NA,B,NA,5,0,B,na,B
my,PRP$,NN,NN,NA,B,NA,0,0,B,na,B
eye,NN,PRP$,VB,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B,na,B
feel,VB,NN,JJ,Mental_Process,B,NA,0,0,B,na,B
itchy,JJ,VB,CC,Sign_or_Symptom,B,symptom,1,0,B,na,B
and,CC,JJ,JJ,Idea_or_Concept,B,NA,4,0,B,na,B
gritty,JJ,CC,.,Qualitative_Concept,B,NA,1,0,B,na,B
.,.,JJ,end,NA,B,NA,0,0,B,na,B
the,DT,start,NNS,NA,B,NA,4,0,B,na,B
eyelids,NNS,DT,VBP,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B,na,B
tend,VBP,NNS,TO,NA,B,NA,2,0,B,na,B
to,TO,VBP,VB,NA,B,NA,0,0,B,na,B
swell,VB,TO,.,Pathologic_Function,B,NA,1,0,B,na,B
.,.,VB,end,NA,B,NA,0,0,B,na,B
there,RB,start,VB,NA,B,NA,4,0,B,na,B
be,VB,RB,JJ,NA,B,NA,0,0,B,na,B
burn,JJ,VB,NN,Injury_or_Poisoning,B,injury,0,0,B,na,B
feel,NN,JJ,IN,Mental_Process,B,NA,0,0,B,na,B
in,IN,NN,PRP$,NA,B,NA,0,0,B,na,B
my,PRP$,IN,NN,NA,B,NA,0,0,B,na,B
eye,NN,PRP$,.,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B,na,B
.,.,NN,end,NA,B,NA,0,0,B,na,B
i,NN,start,VBP,NA,B,NA,0,0,B,na,B
wear,VBP,NN,NN,NA,B,NA,0,0,B,na,B
contact,NN,VBP,NNS,Medical_Device,B,device,6,1,B,na,B
lens,NNS,NN,.,Medical_Device,I,device,6,1,I,na,B
.,.,NNS,end,NA,B,NA,0,0,B,na,B
my,PRP$,start,NN,NA,B,NA,0,0,B,na,B
eye,NN,PRP$,VB,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B,na,B
become,VB,NN,RB,NA,B,NA,0,0,B,na,B
too,RB,VB,JJ,NA,B,NA,0,0,B,na,B
gluey,JJ,RB,CC,NA,B,NA,0,0,B,na,B
or,CC,JJ,JJ,NA,B,NA,0,0,B,na,B
sticky.,JJ,CC,'',NA,B,NA,1,0,B,na,B
','',JJ,NN,NA,B,NA,0,0,B,na,B
],NN,'',end,NA,B,NA,0,0,B,na,B
[,NN,start,NN,NA,B,NA,0,0,B,na,B
i,NN,NN,NN,NA,B,NA,0,0,B,na,B
experience,NN,NN,VB,Mental_Process,B,NA,0,0,B,na,B
be,VB,NN,VBN,NA,B,NA,0,0,B,na,B
bleed,VBN,VB,IN,Pathologic_Function,B,NA,1,0,B,na,B
after,IN,VBN,NN,Temporal_Concept,B,NA,4,10,B,na,B
go,NN,IN,TO,NA,B,NA,0,0,B,na,B
to,TO,NN,DT,NA,B,NA,0,0,B,na,B
the,DT,TO,NN,NA,B,NA,4,0,B,na,B
toilet,NN,DT,TO,Therapeutic_or_Preventive_Procedure,B,medication,0,0,B,na,B
to,TO,NN,VB,NA,B,NA,0,0,B,na,B
pass,VB,TO,NN,Finding,B,NA,0,0,B,na,B
stool,NN,VB,.,Body_Substance,B,organ,2,0,B,na,B
.,.,NN,end,NA,B,NA,0,0,B,na,B
the,DT,start,NN,NA,B,NA,4,0,B,na,B
blood,NN,DT,VB,Tissue,B,NA,2,0,B,na,B
be,VB,NN,RB,NA,B,NA,0,0,B,na,B
usually,RB,VB,JJ,Intellectual_Product,B,NA,4,6,B,na,B
bright,JJ,RB,JJ,Finding,B,NA,0,0,B,na,B
red,JJ,JJ,CC,Finding,I,NA,4,15,B,na,B
and,CC,JJ,VB,Idea_or_Concept,B,NA,4,0,B,na,B
be,VB,CC,VBN,NA,B,NA,0,0,B,na,B
notice,VBN,VB,IN,NA,B,NA,0,0,B,na,B
on,IN,VBN,DT,NA,B,NA,0,0,B,na,B
the,DT,IN,NN,NA,B,NA,4,0,B,na,B
toilet,NN,DT,NN,Therapeutic_or_Preventive_Procedure,B,medication,0,0,B,na,B
tissue,NN,NN,IN,Tissue,B,NA,2,0,B,na,B
in,IN,NN,DT,NA,B,NA,0,0,B,na,B
the,DT,IN,NN,NA,B,NA,4,0,B,na,B
toilet,NN,DT,NN,Therapeutic_or_Preventive_Procedure,B,medication,0,0,B,na,B
pan,NN,NN,CC,Mammal,B,NA,0,0,B,na,B
or,CC,NN,VB,NA,B,NA,0,0,B,na,B
coat,VB,CC,DT,Quantitative_Concept,B,NA,0,0,B,na,B
the,DT,VB,NN,NA,B,NA,4,0,B,na,B
stool,NN,DT,.,Body_Substance,B,organ,2,0,B,na,B
.,.,NN,end,NA,B,NA,0,0,B,na,B
the,DT,start,NN,NA,B,NA,4,0,B,na,B
discharge,NN,DT,VB,Body_Substance,B,organ,1,0,B,na,B
be,VB,NN,JJ,NA,B,NA,0,0,B,na,B
irritate,JJ,VB,DT,NA,B,NA,0,0,B,na,B
the,DT,JJ,NN,NA,B,NA,4,0,B,na,B
skin,NN,DT,IN,Body_System,B,organ,2,0,B,na,B
around,IN,NN,DT,Idea_or_Concept,B,NA,0,0,B,na,B
the,DT,IN,JJ,NA,B,NA,4,0,B,na,B
back,JJ,DT,NN,Body_Location_or_Region,B,organ,4,1,B,na,B
passage,NN,JJ,NN,Laboratory_Procedure,B,NA,0,0,B,na,B
anus,NN,NN,.,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B,na,B
.,.,NN,end,NA,B,NA,0,0,B,na,B
i,NN,start,VB,NA,B,NA,0,0,B,na,B
be,VB,NN,VBP,NA,B,NA,0,0,B,na,B
have,VBP,VB,DT,Qualitative_Concept,B,NA,0,0,B,na,B
a,DT,VBP,NN,NA,B,NA,0,0,B,na,B
sense,NN,DT,IN,Organ_or_Tissue_Function,B,NA,2,0,B,na,B
of,IN,NN,NN,NA,B,NA,0,0,B,na,B
fullness,NN,IN,IN,Spatial_Concept,B,NA,0,0,B,na,B
in,IN,NN,DT,NA,B,NA,0,0,B,na,B
the,DT,IN,NN,NA,B,NA,4,0,B,na,B
anus,NN,DT,CC,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B,na,B
or,CC,NN,DT,NA,B,NA,0,0,B,na,B
a,DT,CC,NN,NA,B,NA,0,0,B,na,B
feel,NN,DT,IN,Mental_Process,B,NA,0,0,B,na,B
of,IN,NN,RB,NA,B,NA,0,0,B,na,B
not,RB,IN,RB,Functional_Concept,B,NA,4,5,B,na,B
fully,RB,RB,JJ,NA,B,NA,0,0,B,na,B
empty,JJ,RB,PRP$,Qualitative_Concept,B,NA,0,0,B,na,B
my,PRP$,JJ,JJ,NA,B,NA,0,0,B,na,B
back,JJ,PRP$,NN,Body_Location_or_Region,B,organ,4,1,B,na,B
passage,NN,JJ,WRB,Laboratory_Procedure,B,NA,0,0,B,na,B
when,WRB,NN,NN,Qualitative_Concept,B,NA,0,0,B,na,B
i,NN,WRB,VBP,NA,B,NA,0,0,B,na,B
go,VBP,NN,TO,NA,B,NA,0,0,B,na,B
to,TO,VBP,DT,NA,B,NA,0,0,B,na,B
the,DT,TO,NN,NA,B,NA,4,0,B,na,B
toilet.,NN,DT,POS,NA,B,NA,0,0,B,na,B
',POS,NN,NN,NA,B,NA,0,0,B,na,B
],NN,POS,end,NA,B,NA,0,0,B,na,B
[,VB,start,PRP$,NA,B,NA,0,0,B,na,B
my,PRP$,VB,NN,NA,B,NA,0,0,B,na,B
fiance,NN,PRP$,VBP,Family_Group,B,NA,0,0,B,na,B
have,VBP,NN,TO,Qualitative_Concept,B,NA,0,0,B,na,B
to,TO,VBP,VB,NA,B,NA,0,0,B,na,B
babysit,VB,TO,PRP$,Population_Group,B,NA,0,0,B,na,B
her,PRP$,VB,NNS,Fish,B,NA,4,13,B,na,B
nieces,NNS,PRP$,CC,Finding,B,NA,0,0,B,na,B
and,CC,NNS,NNS,Finding,I,NA,4,0,B,na,B
nephews,NNS,CC,NN,Finding,I,NA,0,0,B,na,B
today,NN,NNS,.,Organic_Chemical,B,NA,5,0,B,na,B
.,.,NN,end,NA,B,NA,0,0,B,na,B
one,CD,start,IN,Quantitative_Concept,B,NA,2,0,B,na,B
of,IN,CD,PRP,NA,B,NA,0,0,B,na,B
them,PRP,IN,VBP,NA,B,NA,4,0,B,na,B
have,VBP,PRP,DT,Qualitative_Concept,B,NA,0,0,B,na,B
the,DT,VBP,NN,NA,B,NA,4,0,B,na,B
chicken,NN,DT,NN,Disease_or_Syndrome,B,disease,0,0,B,na,B
pox,NN,NN,.,Disease_or_Syndrome,I,disease,0,0,B,na,B
.,.,NN,end,NA,B,NA,0,0,B,na,B
i,NN,start,VBP,NA,B,NA,0,0,B,na,B
hear,VBP,NN,VB,Physiologic_Function,B,symptom,1,0,B,na,B
get,VB,VBP,PRP,NA,B,NA,0,0,B,na,B
it,PRP,VB,IN,NA,B,NA,0,0,B,na,B
while,IN,PRP,JJR,Idea_or_Concept,B,NA,4,15,B,na,B
older,JJR,IN,VB,NA,B,NA,0,0,B,na,B
be,VB,JJR,RB,NA,B,NA,0,0,B,na,B
very,RB,VB,JJ,Qualitative_Concept,B,NA,4,0,B,na,B
dangerous,JJ,RB,.,NA,B,NA,4,2,B,na,B
.,.,JJ,end,NA,B,NA,0,0,B,na,B
i,NN,start,VB,NA,B,NA,0,0,B,na,B
be,VB,NN,CD,NA,B,NA,0,0,B,na,B
32,CD,VB,.,NA,B,NA,0,0,B,na,B
.,.,CD,end,NA,B,NA,0,0,B,na,B
i,NN,start,VB,NA,B,NA,0,0,B,na,B
be,VB,NN,NN,NA,B,NA,0,0,B,na,B
work,NN,VB,IN,Finding,B,NA,0,0,B,na,B
in,IN,NN,DT,Finding,I,NA,0,0,B,na,B
a,DT,IN,NN,Qualitative_Concept,B,NA,0,0,B,na,B
warehouse,NN,DT,.,Manufactured_Object,B,NA,0,0,B,na,B
.,.,NN,end,NA,B,NA,0,0,B,na,B
one,CD,start,NN,Quantitative_Concept,B,NA,2,0,B,na,B
morning,NN,CD,NN,Temporal_Concept,B,NA,5,0,B,na,B
i,NN,NN,VBP,NA,B,NA,0,0,B,na,B
wake,VBP,NN,RB,Pharmacologic_Substance,B,NA,0,0,B,na,B
up,RB,VBP,CC,Pharmacologic_Substance,I,NA,0,0,B,na,B
and,CC,RB,VB,Finding,I,NA,4,0,B,na,B
discover,VB,CC,NN,Activity,B,NA,0,0,B,na,B
i,NN,VB,VB,NA,B,NA,0,0,B,na,B
be,VB,NN,VBN,NA,B,NA,0,0,B,na,B
cover,VBN,VB,IN,Medical_Device,B,device,0,0,B,na,B
in,IN,VBN,WP,Finding,I,NA,0,0,B,na,B
what,WP,IN,NN,NA,B,NA,0,0,B,na,B
i,NN,WP,VBP,NA,B,NA,0,0,B,na,B
presume,VBP,NN,VB,NA,B,NA,0,0,B,na,B
be,VB,VBP,VBN,NA,B,NA,0,0,B,na,B
chicken,VBN,VB,NN,Disease_or_Syndrome,B,disease,0,0,B,na,B
pox,NN,VBN,.,Disease_or_Syndrome,I,disease,0,0,B,na,B
.,.,NN,end,NA,B,NA,0,0,B,na,B
red,JJ,start,NN,Qualitative_Concept,B,NA,4,15,B,na,B
spot,NN,JJ,DT,Fish,B,NA,0,0,B,na,B
all,DT,NN,IN,Quantitative_Concept,B,NA,0,0,B,na,B
over,IN,DT,PRP$,Spatial_Concept,B,NA,0,0,B,na,B
my,PRP$,IN,NN,NA,B,NA,0,0,B,na,B
body,NN,PRP$,.,Anatomical_Structure,B,organ,2,0,B,na,B
.,.,NN,end,NA,B,NA,0,0,B,na,B
as,IN,start,JJ,NA,B,NA,0,0,B,na,B
i,JJ,IN,VBP,NA,B,NA,0,0,B,na,B
recall,VBP,JJ,NN,Governmental_or_Regulatory_Activity,B,NA,0,0,B,na,B
i,NN,VBP,RB,NA,B,NA,0,0,B,na,B
only,RB,NN,VBP,Quantitative_Concept,B,NA,0,0,B,na,B
have,VBP,RB,RB,Qualitative_Concept,B,NA,0,0,B,na,B
about,RB,VBP,CD,Qualitative_Concept,B,NA,0,0,B,na,B
20,CD,RB,CC,NA,B,NA,0,0,B,na,B
or,CC,CD,CD,NA,B,NA,0,0,B,na,B
30,CD,CC,IN,NA,B,NA,0,0,B,na,B
of,IN,CD,PRP,NA,B,NA,0,0,B,na,B
them,PRP,IN,DT,NA,B,NA,4,0,B,na,B
all,DT,PRP,IN,Quantitative_Concept,B,NA,0,0,B,na,B
over,IN,DT,PRP,Spatial_Concept,B,NA,0,0,B,na,B
me,PRP,IN,CC,NA,B,NA,0,0,B,na,B
and,CC,PRP,VB,Finding,I,NA,4,0,B,na,B
i,VB,CC,VBP,NA,B,NA,0,0,B,na,B
remember,VBP,VB,VB,Mental_Process,B,NA,1,0,B,na,B
think,VB,VBP,PRP,Mental_Process,B,NA,4,8,B,na,B
it,PRP,VB,VB,NA,B,NA,0,0,B,na,B
be,VB,PRP,JJ,NA,B,NA,0,0,B,na,B
odd,JJ,VB,IN,NA,B,NA,4,8,B,na,B
because,IN,JJ,NN,NA,B,NA,0,0,B,na,B
i,NN,IN,VBP,NA,B,NA,0,0,B,na,B
have,VBP,NN,RB,Qualitative_Concept,B,NA,0,0,B,na,B
slightly,RB,VBP,VBN,Qualitative_Concept,B,NA,4,8,B,na,B
fever,VBN,RB,.,Finding,B,NA,1,0,B,na,B
.,.,VBN,end,NA,B,NA,0,0,B,na,B
they,PRP,start,VB,NA,B,NA,4,0,B,na,B
be,VB,PRP,VB,NA,B,NA,0,0,B,na,B
be,VB,VB,RB,NA,B,NA,0,0,B,na,B
slightly,RB,VB,JJ,Qualitative_Concept,B,NA,4,8,B,na,B
itchy,JJ,RB,.,Sign_or_Symptom,B,symptom,1,0,B,na,B
.,.,JJ,end,NA,B,NA,0,0,B,na,B
i,NN,start,VBP,NA,B,NA,0,0,B,na,B
lose,VBP,NN,PRP$,NA,B,NA,0,0,B,na,B
my,PRP$,VBP,NN,NA,B,NA,0,0,B,na,B
appetite,NN,PRP$,CC,Organism_Function,B,symptom,0,0,B,na,B
and,CC,NN,NN,Finding,I,NA,4,0,B,na,B
i,NN,CC,VBP,NA,B,NA,0,0,B,na,B
have,VBP,NN,NN,Qualitative_Concept,B,NA,0,0,B,na,B
caughing,NN,VBP,CC,NA,B,NA,0,0,B,na,B
