word,pos,prepos,nxtpos,ontotag,onto-BIO,onto-predict,dict-tag,dict-score,dict-BIO
prepare,VBP,NN,PRP$,Activity,B,NA,0,0,B
my,PRP$,VBP,NN,NA,B,NA,0,0,B
son,NN,PRP$,IN,Family_Group,B,NA,4,12,B
for,IN,NN,PRP$,Qualitative_Concept,B,NA,0,0,B
his,PRP$,IN,NN,Pharmacologic_Substance,B,NA,4,12,B
graduation,NN,PRP$,CC,Educational_Activity,B,NA,0,0,B
and,CC,NN,VB,Idea_or_Concept,B,NA,4,0,B
go,VB,CC,TO,NA,B,NA,0,0,B
to,TO,VB,VB,NA,B,NA,0,0,B
give,VB,TO,PRP,Functional_Concept,B,NA,0,0,B
him,PRP,VB,DT,NA,B,NA,0,0,B
a,DT,PRP,NN,Intellectual_Product,B,NA,0,0,B
kiss,NN,DT,CC,Social_Behavior,B,NA,0,0,B
and,CC,NN,PRP$,Idea_or_Concept,B,NA,4,0,B
my,PRP$,CC,NNS,NA,B,NA,0,0,B
lips,NNS,PRP$,VB,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
be,VB,NNS,RB,NA,B,NA,0,0,B
slightly,RB,VB,VB,Qualitative_Concept,B,NA,4,8,B
turn,VB,RB,TO,Finding,B,NA,0,0,B
to,TO,VB,DT,NA,B,NA,0,0,B
the,DT,TO,NN,NA,B,NA,4,0,B
leave,NN,DT,.,NA,B,NA,4,1,B
.,.,NN,end,NA,B,NA,0,0,B
i,NN,start,VBP,NA,B,NA,0,0,B
know,VBP,NN,PRP$,NA,B,NA,0,0,B
my,PRP$,VBP,JJ,NA,B,NA,0,0,B
next,JJ,PRP$,JJ,Temporal_Concept,B,NA,4,10,B
stop,JJ,JJ,NN,Temporal_Concept,B,NA,0,0,B
need,NN,JJ,TO,Qualitative_Concept,B,NA,0,0,B
to,TO,NN,VB,NA,B,NA,0,0,B
be,VB,TO,DT,NA,B,NA,0,0,B
the,DT,VB,NN,NA,B,NA,4,0,B
er,NN,DT,CC,Laboratory_or_Test_Result,B,labtest,0,0,B
but,CC,NN,JJ,Mental_or_Behavioral_Dysfunction,B,symptom,4,0,B
i,JJ,CC,VB,NA,B,NA,0,0,B
be,VB,JJ,VBN,NA,B,NA,0,0,B
waiting.,VBN,VB,'',NA,B,NA,0,0,B
','',VBN,end,NA,B,NA,0,0,B
my,PRP$,start,NN,NA,B,NA,0,0,B
doctor,NN,PRP$,VB,Professional_or_Occupational_Group,B,NA,6,2,B
give,VB,NN,PRP,Functional_Concept,B,NA,0,0,B
me,PRP,VB,NN,NA,B,NA,0,0,B
prednisone,NN,PRP,CC,Hormone,B,NA,0,0,B
and,CC,NN,DT,Idea_or_Concept,B,NA,4,0,B
a,DT,CC,NN,Intellectual_Product,B,NA,0,0,B
steroid,NN,DT,CC,Organic_Chemical,B,NA,0,0,B
and,CC,NN,JJ,Idea_or_Concept,B,NA,4,0,B
artificial,JJ,CC,NN,Pharmacologic_Substance,B,NA,0,0,B
tear,NN,JJ,.,Pharmacologic_Substance,I,NA,0,0,B
.,.,NN,end,NA,B,NA,0,0,B
my,PRP$,start,NN,NA,B,NA,0,0,B
mouth,NN,PRP$,VB,Body_Space_or_Junction,B,NA,2,0,B
be,VB,NN,DT,NA,B,NA,0,0,B
the,DT,VB,JJS,NA,B,NA,4,0,B
worst,JJS,DT,CC,Qualitative_Concept,B,NA,4,2,B
but,CC,JJS,NNS,Mental_or_Behavioral_Dysfunction,B,symptom,4,0,B
i,NNS,CC,VBP,NA,B,NA,0,0,B
have,VBP,NNS,RB,Qualitative_Concept,B,NA,0,0,B
not,RB,VBP,VB,Functional_Concept,B,NA,4,5,B
experience,VB,RB,DT,Mental_Process,B,NA,0,0,B
any,DT,VB,NN,Qualitative_Concept,B,NA,0,0,B
pain,NN,DT,RB,Sign_or_Symptom,B,symptom,1,0,B
yet,RB,NN,VBN,NA,B,NA,0,0,B
i,VBN,RB,VBP,NA,B,NA,0,0,B
have,VBP,VBN,RB,Qualitative_Concept,B,NA,0,0,B
only,RB,VBP,VB,Quantitative_Concept,B,NA,0,0,B
be,VB,RB,NN,NA,B,NA,0,0,B
deal,NN,VB,IN,NA,B,NA,0,0,B
with,IN,NN,DT,Qualitative_Concept,B,NA,4,0,B
this,DT,IN,IN,Eukaryote,B,NA,4,0,B
for,IN,DT,DT,Qualitative_Concept,B,NA,0,0,B
a,DT,IN,NN,Intellectual_Product,B,NA,0,0,B
week,NN,DT,.,Temporal_Concept,B,NA,5,0,B
.,.,NN,end,NA,B,NA,0,0,B
but,CC,start,JJ,Mental_or_Behavioral_Dysfunction,B,symptom,4,0,B
i,JJ,CC,NN,NA,B,NA,0,0,B
eye,NN,JJ,VBP,Therapeutic_or_Preventive_Procedure,I,medication,2,0,B
tear,VBP,NN,RP,Pharmacologic_Substance,I,NA,0,0,B
up,RP,VBP,RB,Pharmacologic_Substance,I,NA,0,0,B
uncontrollably,RB,RP,WDT,NA,B,NA,0,0,B
which,WDT,RB,VB,NA,B,NA,0,0,B
be,VB,WDT,VBN,NA,B,NA,0,0,B
bothersome,VBN,VB,WRB,NA,B,NA,0,0,B
when,WRB,VBN,NN,Temporal_Concept,B,NA,0,0,B
try,NN,WRB,TO,NA,B,NA,0,0,B
to,TO,NN,VB,NA,B,NA,0,0,B
drive,VB,TO,PRP$,Mental_Process,B,NA,0,0,B
my,PRP$,VB,NNS,NA,B,NA,0,0,B
children,NNS,PRP$,RB,Age_Group,B,age,0,0,B
somewhere,RB,NNS,.,NA,B,NA,0,0,B
.,.,RB,end,NA,B,NA,0,0,B
i,NN,start,VB,NA,B,NA,0,0,B
be,VB,NN,DT,NA,B,NA,0,0,B
a,DT,VB,JJ,Intellectual_Product,B,NA,0,0,B
single,JJ,DT,NN,Family_Group,B,NA,0,0,B
parent,NN,JJ,IN,Family_Group,I,NA,0,0,B
of,IN,NN,CD,NA,B,NA,0,0,B
eight,CD,IN,JJS,Quantitative_Concept,B,NA,4,7,B
oldest,JJS,CD,NN,NA,B,NA,0,0,B
fifteen,NN,JJS,CC,Quantitative_Concept,B,NA,0,0,B
and,CC,NN,JJS,Idea_or_Concept,B,NA,4,0,B
youngest,JJS,CC,CD,NA,B,NA,0,0,B
three,CD,JJS,CC,Quantitative_Concept,B,NA,0,0,B
and,CC,CD,RB,Idea_or_Concept,B,NA,4,0,B
i,RB,CC,VB,NA,B,NA,0,0,B
be,VB,RB,CD,NA,B,NA,0,0,B
47yrs,CD,VB,JJ,NA,B,NA,0,0,B
old,JJ,CD,.,Temporal_Concept,B,NA,4,14,B
.,.,JJ,end,NA,B,NA,0,0,B
my,PRP$,start,NN,NA,B,NA,0,0,B
kid,NN,PRP$,VB,Family_Group,B,NA,0,0,B
be,VB,NN,PRP$,NA,B,NA,0,0,B
my,PRP$,VB,JJS,NA,B,NA,0,0,B
biggest,JJS,PRP$,NNS,NA,B,NA,0,0,B
supporters,NNS,JJS,.,NA,B,NA,0,0,B
.,.,NNS,end,NA,B,NA,0,0,B
but,CC,start,JJ,Mental_or_Behavioral_Dysfunction,B,symptom,4,0,B
i,JJ,CC,VBP,NA,B,NA,0,0,B
welcome,VBP,JJ,DT,NA,B,NA,0,0,B
any,DT,VBP,JJ,Qualitative_Concept,B,NA,0,0,B
outside,JJ,DT,NN,Spatial_Concept,B,NA,0,0,B
advice.,NN,JJ,``,NA,B,NA,0,0,B
``,``,NN,end,NA,B,NA,0,0,B
since,IN,start,NN,Temporal_Concept,B,NA,0,0,B
friday,NN,IN,NNS,Temporal_Concept,B,NA,0,0,B
i,NNS,NN,VBP,NA,B,NA,0,0,B
have,VBP,NNS,VBP,Qualitative_Concept,B,NA,0,0,B
have,VBP,VBP,NNS,Qualitative_Concept,B,NA,0,0,B
problems,NNS,VBP,VBP,Idea_or_Concept,B,NA,3,0,B
taste,VBP,NNS,NNS,Organ_or_Tissue_Function,B,NA,1,0,B
things,NNS,VBP,.,Entity,B,NA,4,8,B
.,.,NNS,end,NA,B,NA,0,0,B
as,IN,start,DT,NA,B,NA,0,0,B
the,DT,IN,NN,NA,B,NA,4,0,B
weekend,NN,DT,NN,Temporal_Concept,B,NA,0,0,B
pass,NN,NN,NN,Finding,B,NA,0,0,B
i,NN,NN,VBP,NA,B,NA,0,0,B
notice,VBP,NN,PRP$,NA,B,NA,0,0,B
my,PRP$,VBP,NN,NA,B,NA,0,0,B
face,NN,PRP$,VB,Body_Location_or_Region,B,organ,2,0,B
be,VB,NN,JJ,NA,B,NA,0,0,B
weird,JJ,VB,.,NA,B,NA,0,0,B
.,.,JJ,end,NA,B,NA,0,0,B
i,NN,start,VBP,NA,B,NA,0,0,B
cant,VBP,NN,JJ,Finding,B,NA,4,8,B
close,JJ,VBP,CD,Therapeutic_or_Preventive_Procedure,B,medication,0,0,B
one,CD,JJ,NN,Quantitative_Concept,B,NA,2,0,B
eye,NN,CD,RB,Therapeutic_or_Preventive_Procedure,I,medication,2,0,B
fully,RB,NN,IN,NA,B,NA,0,0,B
on,IN,RB,PRP,NA,B,NA,0,0,B
it,PRP,IN,RP,NA,B,NA,0,0,B
own,RP,PRP,RB,NA,B,NA,0,0,B
only,RB,RP,IN,Quantitative_Concept,B,NA,0,0,B
if,IN,RB,VBN,NA,B,NA,0,0,B
i,VBN,IN,VBP,NA,B,NA,0,0,B
close,VBP,VBN,DT,Therapeutic_or_Preventive_Procedure,B,medication,0,0,B
both,DT,VBP,NN,Body_Part_Organ_or_Organ_Component,B,organ,0,0,B
eye,NN,DT,CC,Therapeutic_or_Preventive_Procedure,I,medication,2,0,B
and,CC,NN,NN,Idea_or_Concept,B,NA,4,0,B
use,NN,CC,NN,Intellectual_Product,B,NA,0,0,B
lot,NN,NN,IN,Idea_or_Concept,B,NA,0,0,B
of,IN,NN,NN,NA,B,NA,0,0,B
strength,NN,IN,PRP$,Quantitative_Concept,B,NA,4,7,B
my,PRP$,NN,JJ,NA,B,NA,0,0,B
right,JJ,PRP$,NN,Spatial_Concept,B,NA,4,1,B
eye,NN,JJ,MD,Therapeutic_or_Preventive_Procedure,I,medication,2,0,B
will,MD,NN,RB,Mental_Process,B,NA,0,0,B
just,RB,MD,VB,NA,B,NA,0,0,B
close,VB,RB,IN,Therapeutic_or_Preventive_Procedure,B,medication,0,0,B
while,IN,VB,PRP$,Idea_or_Concept,B,NA,4,15,B
my,PRP$,IN,VBP,NA,B,NA,0,0,B
leave,VBP,PRP$,NN,NA,B,NA,4,1,B
eye,NN,VBP,NN,Therapeutic_or_Preventive_Procedure,I,medication,2,0,B
look,NN,NN,IN,Organism_Attribute,B,NA,0,0,B
as,IN,NN,IN,NA,B,NA,0,0,B
if,IN,IN,JJ,NA,B,NA,0,0,B
i,JJ,IN,VB,NA,B,NA,0,0,B
be,VB,JJ,RB,NA,B,NA,0,0,B
really,RB,VB,VB,NA,B,NA,0,0,B
force,VB,RB,PRP,Phenomenon_or_Process,B,NA,0,0,B
it,PRP,VB,PRP,NA,B,NA,0,0,B
shut,PRP,PRP,.,NA,B,NA,0,0,B
.,.,PRP,end,NA,B,NA,0,0,B
my,PRP$,start,NN,NA,B,NA,0,0,B
mouth,NN,PRP$,NN,Body_Space_or_Junction,B,NA,2,0,B
feel,NN,NN,IN,Mental_Process,B,NA,0,0,B
as,IN,NN,IN,NA,B,NA,0,0,B
if,IN,IN,NNS,NA,B,NA,0,0,B
i,NNS,IN,VBP,NA,B,NA,0,0,B
have,VBP,NNS,VB,Qualitative_Concept,B,NA,0,0,B
be,VB,VBP,TO,NA,B,NA,0,0,B
to,TO,VB,DT,NA,B,NA,0,0,B
the,DT,TO,NN,NA,B,NA,4,0,B
dentist,NN,DT,IN,Professional_or_Occupational_Group,B,NA,0,0,B
although,IN,NN,PRP$,NA,B,NA,0,0,B
its,PRP$,IN,RB,NA,B,NA,0,0,B
not,RB,PRP$,RB,Functional_Concept,B,NA,4,5,B
as,RB,RB,JJ,NA,B,NA,0,0,B
bad,JJ,RB,IN,Qualitative_Concept,B,NA,4,5,B
as,IN,JJ,DT,NA,B,NA,0,0,B
some,DT,IN,IN,Quantitative_Concept,B,NA,4,8,B
of,IN,DT,PRP,NA,B,NA,0,0,B
you,PRP,IN,IN,NA,B,NA,0,0,B
in,IN,PRP,RB,NA,B,NA,0,0,B
here,RB,IN,VBP,NA,B,NA,4,13,B
have,VBP,RB,VBN,Qualitative_Concept,B,NA,0,0,B
describe,VBN,VBP,NN,Idea_or_Concept,B,NA,0,0,B
i,NN,VBN,MD,NA,B,NA,0,0,B
can,MD,NN,RB,Quantitative_Concept,B,NA,4,8,B
still,RB,MD,VB,NA,B,NA,0,0,B
function,VB,RB,RB,Functional_Concept,B,NA,0,0,B
normally,RB,VB,PRP,NA,B,NA,4,6,B
it,PRP,RB,RB,NA,B,NA,0,0,B
just,RB,PRP,VB,NA,B,NA,0,0,B
feel,VB,RB,RB,Mental_Process,B,NA,0,0,B
very,RB,VB,JJ,Qualitative_Concept,B,NA,4,0,B
weird,JJ,RB,.,NA,B,NA,0,0,B
.,.,JJ,end,NA,B,NA,0,0,B
i,JJ,start,VBP,NA,B,NA,0,0,B
think,VBP,JJ,NNS,Mental_Process,B,NA,4,8,B
i,NNS,VBP,VBP,NA,B,NA,0,0,B
know,VBP,NNS,WRB,NA,B,NA,0,0,B
why,WRB,VBP,JJ,NA,B,NA,0,0,B
i,JJ,WRB,VBP,NA,B,NA,0,0,B
get,VBP,JJ,PRP,NA,B,NA,0,0,B
it,PRP,VBP,IN,NA,B,NA,0,0,B
though,IN,PRP,.,NA,B,NA,4,0,B
.,.,IN,end,NA,B,NA,0,0,B
i,NNS,start,VBP,NA,B,NA,0,0,B
have,VBP,NNS,VBP,Qualitative_Concept,B,NA,0,0,B
have,VBP,VBP,DT,Qualitative_Concept,B,NA,0,0,B
a,DT,VBP,JJ,Intellectual_Product,B,NA,0,0,B
bad,JJ,DT,NN,Qualitative_Concept,B,NA,4,5,B
flyu,NN,JJ,IN,NA,B,NA,0,0,B
for,IN,NN,DT,Qualitative_Concept,B,NA,0,0,B
a,DT,IN,NN,Intellectual_Product,B,NA,0,0,B
while,NN,DT,CC,Idea_or_Concept,B,NA,4,15,B
plus,CC,NN,JJ,Qualitative_Concept,B,NA,0,0,B
i,JJ,CC,VBP,NA,B,NA,0,0,B
go,VBP,JJ,TO,NA,B,NA,0,0,B
to,TO,VBP,VB,NA,B,NA,0,0,B
visit,VB,TO,PRP$,Behavior,B,NA,0,0,B
my,PRP$,VB,NN,NA,B,NA,0,0,B
sister,NN,PRP$,CC,Family_Group,B,NA,0,0,B
and,CC,NN,NN,Idea_or_Concept,B,NA,4,0,B
nephew,NN,CC,JJ,Family_Group,B,NA,0,0,B
last,JJ,NN,NN,Qualitative_Concept,B,NA,4,10,B
weekend,NN,JJ,CC,Temporal_Concept,B,NA,0,0,B
and,CC,NN,RB,Idea_or_Concept,B,NA,4,0,B
just,RB,CC,NN,NA,B,NA,0,0,B
today,NN,RB,JJ,Organic_Chemical,B,NA,5,0,B
i,JJ,NN,VBP,NA,B,NA,0,0,B
find,VBP,JJ,RP,Finding,B,NA,0,0,B
out,RP,VBP,IN,Spatial_Concept,B,NA,3,0,B
that,IN,RP,PRP$,NA,B,NA,4,0,B
my,PRP$,IN,NN,NA,B,NA,0,0,B
sister,NN,PRP$,VBP,Family_Group,B,NA,0,0,B
have,VBP,NN,VBN,Qualitative_Concept,B,NA,0,0,B
attract,VBN,VBP,DT,NA,B,NA,0,0,B
the,DT,VBN,NN,NA,B,NA,4,0,B
shingle,NN,DT,NN,NA,B,NA,0,0,B
adult,NN,NN,NN,Age_Group,B,age,0,0,B
version,NN,NN,IN,Functional_Concept,B,NA,0,0,B
of,IN,NN,NN,NA,B,NA,0,0,B
chicken,NN,IN,NN,Disease_or_Syndrome,B,disease,0,0,B
pox,NN,NN,.,Disease_or_Syndrome,I,disease,0,0,B
.,.,NN,end,NA,B,NA,0,0,B
i,NNS,start,VBP,NA,B,NA,0,0,B
have,VBP,NNS,VBN,Qualitative_Concept,B,NA,0,0,B
chicken,VBN,VBP,NN,Disease_or_Syndrome,B,disease,0,0,B
pox,NN,VBN,WRB,Disease_or_Syndrome,I,disease,0,0,B
when,WRB,NN,NN,Temporal_Concept,B,NA,0,0,B
i,NN,WRB,VB,NA,B,NA,0,0,B
be,VB,NN,DT,NA,B,NA,0,0,B
a,DT,VB,NN,Intellectual_Product,B,NA,0,0,B
baby,NN,DT,CC,Patient_or_Disabled_Group,B,NA,0,0,B
but,CC,NN,RB,Mental_or_Behavioral_Dysfunction,B,symptom,4,0,B
maybe,RB,CC,DT,Finding,B,NA,0,0,B
the,DT,RB,NN,NA,B,NA,4,0,B
virus,NN,DT,VBP,Virus,B,NA,0,0,B
have,VBP,NN,VBN,Qualitative_Concept,B,NA,0,0,B
attack,VBN,VBP,PRP$,Finding,B,NA,0,0,B
my,PRP$,VBN,JJ,NA,B,NA,0,0,B
facial,JJ,PRP$,NN,Body_Part_Organ_or_Organ_Component,B,organ,0,0,B
nerve,NN,JJ,NN,Body_Part_Organ_or_Organ_Component,I,organ,2,0,B
somehow.,NN,NN,POS,NA,B,NA,0,0,B
',POS,NN,NN,NA,B,NA,0,0,B
],NN,POS,end,NA,B,NA,0,0,B
[,NN,start,VB,NA,B,NA,0,0,B
get,VB,NN,DT,NA,B,NA,0,0,B
a,DT,VB,RB,NA,B,NA,0,0,B
very,RB,DT,JJ,Qualitative_Concept,B,NA,4,0,B
light,JJ,RB,VBP,Natural_Phenomenon_or_Process,B,NA,4,8,B
pink,VBP,JJ,NN,Qualitative_Concept,B,NA,2,0,B
patch,NN,VBP,IN,Medical_Device,B,device,0,0,B
on,IN,NN,PRP$,NA,B,NA,0,0,B
my,PRP$,IN,NN,NA,B,NA,0,0,B
cheekbone,NN,PRP$,VBP,Body_Part_Organ_or_Organ_Component,B,organ,0,0,B
have,VBP,NN,PRP,Qualitative_Concept,B,NA,0,0,B
it,PRP,VBP,DT,NA,B,NA,0,0,B
a,DT,PRP,JJ,NA,B,NA,0,0,B
few,JJ,DT,NNS,Quantitative_Concept,B,NA,4,8,B
months,NNS,JJ,RB,Temporal_Concept,B,NA,5,0,B
not,RB,NNS,VB,Functional_Concept,B,NA,4,5,B
change,VB,RB,NN,Functional_Concept,B,NA,0,0,B
normaly,NN,VB,IN,NA,B,NA,4,6,B
that,IN,NN,JJ,NA,B,NA,4,0,B
pale,JJ,IN,JJ,Sign_or_Symptom,B,symptom,0,0,B
u,JJ,JJ,NN,NA,B,NA,0,0,B
dont,NN,JJ,NN,NA,B,NA,4,8,B
notice,NN,NN,PRP,NA,B,NA,0,0,B
it,PRP,NN,JJ,NA,B,NA,0,0,B
unlesd,JJ,PRP,JJ,NA,B,NA,0,0,B
i,JJ,JJ,NN,NA,B,NA,0,0,B
hot,NN,JJ,CC,Qualitative_Concept,B,NA,0,0,B
or,CC,NN,IN,NA,B,NA,0,0,B
in,IN,CC,DT,NA,B,NA,0,0,B
the,DT,IN,NN,Geographic_Area,B,NA,4,0,B
sun,NN,DT,RB,Geographic_Area,I,NA,0,0,B
then,RB,NN,PRP,Temporal_Concept,B,NA,4,0,B
it,PRP,RB,VB,NA,B,NA,0,0,B
get,VB,PRP,DT,NA,B,NA,0,0,B
a,DT,VB,JJ,NA,B,NA,0,0,B
bite,JJ,DT,NN,Injury_or_Poisoning,B,injury,0,0,B
redder,NN,JJ,.,NA,B,NA,0,0,B
.,.,NN,end,NA,B,NA,0,0,B
there,RB,start,VB,NA,B,NA,4,0,B
be,VB,RB,JJ,NA,B,NA,0,0,B
red,JJ,VB,NN,Qualitative_Concept,B,NA,4,15,B
mark,NN,JJ,IN,Qualitative_Concept,B,NA,0,0,B
near,IN,NN,PRP$,Qualitative_Concept,B,NA,0,0,B
my,PRP$,IN,NNS,NA,B,NA,0,0,B
eyeleads,NNS,PRP$,.,NA,B,NA,0,0,B
.,.,NNS,end,NA,B,NA,0,0,B
my,PRP$,start,NN,NA,B,NA,0,0,B
half,NN,PRP$,NN,Quantitative_Concept,B,NA,0,0,B
face,NN,NN,VB,Body_Location_or_Region,B,organ,2,0,B
be,VB,NN,RB,NA,B,NA,0,0,B
almost,RB,VB,JJ,Qualitative_Concept,B,NA,0,0,B
red,JJ,RB,.,Qualitative_Concept,B,NA,4,15,B
.,.,JJ,end,NA,B,NA,0,0,B
blood,NN,start,NNS,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
vessels,NNS,NN,VB,Body_Part_Organ_or_Organ_Component,I,organ,2,0,I
be,VB,NNS,VBN,NA,B,NA,0,0,B
visivle,VBN,VB,.,NA,B,NA,0,0,B
.,.,VBN,end,NA,B,NA,0,0,B
what,WP,start,VB,NA,B,NA,0,0,B
be,VB,WP,PRP,NA,B,NA,0,0,B
it,PRP,VB,.,NA,B,NA,0,0,B
?,.,PRP,.,NA,B,NA,0,0,B
?,.,.,'',NA,B,NA,0,0,B
','',.,end,NA,B,NA,0,0,B
in,IN,start,DT,NA,B,NA,0,0,B
the,DT,IN,JJ,Geographic_Area,B,NA,4,0,B
last,JJ,DT,NN,Qualitative_Concept,B,NA,4,10,B
year,NN,JJ,RB,Temporal_Concept,B,NA,5,0,B
i,RB,NN,VBP,NA,B,NA,0,0,B
have,VBP,RB,VBP,Qualitative_Concept,B,NA,0,0,B
have,VBP,VBP,DT,Qualitative_Concept,B,NA,0,0,B
a,DT,VBP,NN,NA,B,NA,0,0,B
rash,NN,DT,NN,Sign_or_Symptom,B,symptom,1,0,B
appear,NN,NN,IN,NA,B,NA,0,0,B
on,IN,NN,PRP$,NA,B,NA,0,0,B
my,PRP$,IN,NN,NA,B,NA,0,0,B
foot,NN,PRP$,CC,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
and,CC,NN,PRP,Idea_or_Concept,B,NA,4,0,B
it,PRP,CC,VB,NA,B,NA,0,0,B
be,VB,PRP,VBN,NA,B,NA,0,0,B
get,VBN,VB,RB,NA,B,NA,0,0,B
uncomfortably,RB,VBN,JJ,NA,B,NA,0,0,B
itchy,JJ,RB,CC,Sign_or_Symptom,B,symptom,1,0,B
and,CC,JJ,RB,Idea_or_Concept,B,NA,4,0,B
very,RB,CC,JJ,Qualitative_Concept,B,NA,4,0,B
red,JJ,RB,CC,Qualitative_Concept,B,NA,4,15,B
and,CC,JJ,VB,Idea_or_Concept,B,NA,4,0,B
go,VB,CC,RB,NA,B,NA,0,0,B
away,RB,VB,IN,NA,B,NA,0,0,B
in,IN,RB,RB,NA,B,NA,0,0,B
about,RB,IN,CD,Qualitative_Concept,B,NA,0,0,B
5,CD,RB,CD,Temporal_Concept,B,NA,0,0,B
7,CD,CD,NNS,Temporal_Concept,B,NA,0,0,B
days,NNS,CD,.,Temporal_Concept,I,NA,5,0,B
.,.,NNS,end,NA,B,NA,0,0,B
last,JJ,start,NN,Qualitative_Concept,B,NA,4,10,B
time,NN,JJ,PRP,Temporal_Concept,B,NA,5,0,B
it,PRP,NN,VBP,NA,B,NA,0,0,B
turn,VBP,PRP,IN,Finding,B,NA,0,0,B
into,IN,VBP,DT,Functional_Concept,B,NA,0,0,B
a,DT,IN,NN,NA,B,NA,0,0,B
blister,NN,DT,.,Pathologic_Function,B,NA,0,0,B
?,.,NN,end,NA,B,NA,0,0,B
i,NN,start,VBP,NA,B,NA,0,0,B
show,VBP,NN,PRP,Animal,B,NA,0,0,B
it,PRP,VBP,TO,NA,B,NA,0,0,B
to,TO,PRP,PRP$,NA,B,NA,0,0,B
my,PRP$,TO,NN,NA,B,NA,0,0,B
naturopath,NN,PRP$,CC,Professional_or_Occupational_Group,B,NA,0,0,B
and,CC,NN,NN,Idea_or_Concept,B,NA,4,0,B
doctor,NN,CC,PRP,Professional_or_Occupational_Group,B,NA,6,2,B
they,PRP,NN,VBP,NA,B,NA,4,0,B
have,VBP,PRP,RB,Qualitative_Concept,B,NA,0,0,B
never,RB,VBP,VBP,Temporal_Concept,B,NA,4,5,B
see,VBP,RB,NN,Activity,B,NA,0,0,B
anything,NN,VBP,IN,NA,B,NA,0,0,B
like,IN,NN,DT,Mental_Process,B,NA,0,0,B
that,DT,IN,.,NA,B,NA,4,0,B
.,.,DT,end,NA,B,NA,0,0,B
i,RB,start,VB,NA,B,NA,0,0,B
be,VB,RB,JJ,NA,B,NA,0,0,B
give,JJ,VB,JJ,Functional_Concept,B,NA,0,0,B
steroid,JJ,JJ,NN,Chemical_Viewed_Functionally,B,NA,0,0,B
cream,NN,JJ,CC,Chemical_Viewed_Functionally,I,NA,0,0,B
but,CC,NN,NN,Mental_or_Behavioral_Dysfunction,B,symptom,4,0,B
nothing,NN,CC,RB,Finding,B,NA,4,5,B
really,RB,NN,VB,NA,B,NA,0,0,B
help,VB,RB,DT,Intellectual_Product,B,NA,0,0,B
the,DT,VB,JJ,Geographic_Area,B,NA,4,0,B
first,JJ,DT,JJ,Quantitative_Concept,B,NA,0,0,B
few,JJ,JJ,NNS,Quantitative_Concept,B,NA,4,8,B
days,NNS,JJ,PRP,Temporal_Concept,I,NA,5,0,B
it,PRP,NNS,VB,NA,B,NA,0,0,B
be,VB,PRP,RB,NA,B,NA,0,0,B
just,RB,VB,RB,NA,B,NA,0,0,B
so,RB,RB,VB,NA,B,NA,0,0,B
irritate,VB,RB,.,NA,B,NA,0,0,B
?,.,VB,.,NA,B,NA,0,0,B
?,.,.,end,NA,B,NA,0,0,B
now,RB,start,PRP$,Temporal_Concept,B,NA,0,0,B
my,PRP$,RB,NN,NA,B,NA,0,0,B
face,NN,PRP$,VB,Body_Location_or_Region,B,organ,2,0,B
be,VB,NN,VBN,NA,B,NA,0,0,B
turn,VBN,VB,JJ,Finding,B,NA,0,0,B
red,JJ,VBN,.,Qualitative_Concept,B,NA,4,15,B
.,.,JJ,end,NA,B,NA,0,0,B
almost,RB,start,NN,Qualitative_Concept,B,NA,0,0,B
blood,NN,RB,NNS,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
vessels,NNS,NN,VBP,Body_Part_Organ_or_Organ_Component,I,organ,2,0,I
become,VBP,NNS,JJ,NA,B,NA,0,0,B
visible,JJ,VBP,.,Qualitative_Concept,B,NA,0,0,B
.,.,JJ,end,NA,B,NA,0,0,B
anyone,NN,start,RB,NA,B,NA,0,0,B
else,RB,NN,RB,Finding,B,NA,0,0,B
ever,RB,RB,VBP,Temporal_Concept,B,NA,1,0,B
have,VBP,RB,DT,Qualitative_Concept,B,NA,0,0,B
this,DT,VBP,NN,Eukaryote,B,NA,4,0,B
happen,NN,DT,.,Activity,B,NA,0,0,B
?,.,NN,end,NA,B,NA,0,0,B
i,NN,start,RB,NA,B,NA,0,0,B
also,RB,NN,VBP,NA,B,NA,0,0,B
suffer,VBP,RB,IN,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B
with,IN,VBP,NN,Qualitative_Concept,B,NA,4,0,B
autoamuine,NN,IN,CC,NA,B,NA,0,0,B
and,CC,NN,NN,Idea_or_Concept,B,NA,4,0,B
colitis,NN,CC,CC,Disease_or_Syndrome,B,disease,0,0,B
and,CC,NN,VB,Idea_or_Concept,B,NA,4,0,B
arthritis.,VB,CC,``,NA,B,NA,3,0,B
``,``,VB,JJ,NA,B,NA,0,0,B
],JJ,``,end,NA,B,NA,0,0,B
[,NN,start,NN,NA,B,NA,0,0,B
hello,NN,NN,PRP$,NA,B,NA,0,0,B
my,PRP$,NN,JJ,NA,B,NA,0,0,B
mri,JJ,PRP$,JJ,Diagnostic_Procedure,B,NA,0,0,B
scan,JJ,JJ,VB,Diagnostic_Procedure,I,NA,6,3,B
detect,VB,JJ,DT,Finding,B,NA,0,0,B
some,DT,VB,NN,Quantitative_Concept,B,NA,4,8,B
cyst,NN,DT,IN,Disease_or_Syndrome,B,disease,0,0,B
